keyword,pc,mobile,total,comp_label,competition,ad_depth
등록금,430,930,1360,중간,0.6,2
실비보험순위,250,1110,1360,높음,0.9,10
소유권이전등기비용,380,980,1360,높음,0.9,10
중학생알바,180,1180,1360,높음,0.9,3
월세보증금돌려받기,230,1130,1360,높음,0.9,10
목돈굴리기,360,1000,1360,높음,0.9,10
전자상거래사업자등록,690,670,1360,높음,0.9,10
급등주,360,1000,1360,높음,0.9,10
BF,680,680,1360,높음,0.9,10
어린이매트,240,1120,1360,중간,0.6,8
오산자동차검사소,210,1150,1360,중간,0.6,7
세탁기건조기겸용,180,1180,1360,높음,0.9,10
노트북저렴,210,1150,1360,높음,0.9,8
캠핑칼,220,1140,1360,중간,0.6,8
미니안마의자,190,1170,1360,중간,0.6,8
싱글매트리스사이즈,220,1140,1360,중간,0.6,8
사이버폭력,480,880,1360,높음,0.9,10
KB간병인보험,190,1170,1360,높음,0.9,10
임플란트틀니,310,1050,1360,높음,0.9,10
얇은이불,200,1160,1360,중간,0.6,8
솔러스에어선풍기,180,1180,1360,높음,0.9,10
런닝용품,340,1020,1360,중간,0.6,8
유모차가격,130,1230,1360,높음,0.9,10
시트커버,360,1000,1360,중간,0.6,8
신축아파트잔금대출,260,1100,1360,높음,0.9,7
집담보대출한도,200,1160,1360,높음,0.9,10
전세퇴거대출,320,1040,1360,높음,0.9,10
커피기계,220,1140,1360,높음,0.9,10
생선에어프라이어,70,1290,1360,높음,0.9,10
차선이탈경고장치,270,1090,1360,중간,0.6,7
실손의료보험,350,1000,1350,높음,0.9,10
암진단비,290,1060,1350,높음,0.9,10
주식증여,320,1030,1350,높음,0.9,7
내일배움카드실업급여,310,1040,1350,높음,0.9,7
신규상장,470,880,1350,높음,0.9,10
AIETF,480,870,1350,높음,0.9,7
2차전지주식,270,1080,1350,높음,0.9,9
해충기피제,350,1000,1350,높음,0.9,8
노래기퇴치,260,1090,1350,높음,0.9,10
펠티어제습기,360,990,1350,높음,0.9,8
대용량제습제,310,1040,1350,중간,0.6,8
소파덮개,160,1190,1350,높음,0.9,8
노란우산공제소득공제,430,920,1350,높음,0.9,10
면허취소벌금,120,1230,1350,높음,0.9,10
IBS임플란트,450,900,1350,높음,0.9,10
덴티움임플란트,230,1120,1350,높음,0.9,10
보일러온도조절기,230,1120,1350,중간,0.6,8
전기차충전기설치비용,340,1010,1350,높음,0.9,10
테이블선풍기,360,990,1350,높음,0.9,8
무선AP,830,520,1350,중간,0.6,8
순성빌리프로,140,1210,1350,높음,0.9,3
도어락수리,140,1210,1350,높음,0.9,10
2채널블랙박스,380,970,1350,중간,0.6,8
중고제습기,360,980,1340,높음,0.9,10
명의신탁,570,770,1340,높음,0.9,10
연금저축한도,380,960,1340,높음,0.9,10
집와이파이설치,170,1170,1340,높음,0.9,10
부산과일바구니,210,1130,1340,높음,0.9,10
캠핑롤테이블,260,1080,1340,중간,0.6,8
캠핑등,200,1140,1340,중간,0.6,8
DB손해보험간병인보험,330,1010,1340,높음,0.9,10
허리디스크주사치료,150,1190,1340,높음,0.9,10
척추골절,230,1110,1340,높음,0.9,10
교통사고정형외과,130,1210,1340,높음,0.9,10
파세코써큘레이터,290,1050,1340,중간,0.6,8
서큐레이터,340,1000,1340,높음,0.9,8
가민베뉴3,230,1110,1340,높음,0.9,8
키보드마우스,770,570,1340,중간,0.6,8
신용대출DSR계산기,330,1010,1340,낮음,0.3,0
갈갈이,230,1110,1340,높음,0.9,10
오넬리,200,1140,1340,높음,0.9,3
양변기설치,200,1140,1340,높음,0.9,10
거실등교체,190,1150,1340,높음,0.9,10
김포타이어,460,880,1340,높음,0.9,10
차량용블랙박스추천,320,1020,1340,높음,0.9,10
대출한도조회,280,1050,1330,높음,0.9,10
자녀증여세면제한도,290,1040,1330,높음,0.9,7
회계학과,200,1130,1330,높음,0.9,10
상속인,470,860,1330,높음,0.9,10
주식양도,210,1120,1330,높음,0.9,10
해고통지서,700,630,1330,높음,0.9,10
최저급여,720,610,1330,높음,0.9,3
KMOVE,410,920,1330,높음,0.9,9
경매물건조회,610,720,1330,높음,0.9,10
주식AI,750,580,1330,높음,0.9,10
미국국채ETF,410,920,1330,높음,0.9,7
사업자등록번호,940,390,1330,중간,0.6,1
환테크,410,920,1330,높음,0.9,3
날파리없애는법,160,1170,1330,높음,0.9,10
어린이집선생님선물,140,1190,1330,높음,0.9,3
사포닌효능,160,1170,1330,높음,0.9,10
일용직신고,770,560,1330,높음,0.9,3
운전면허벌점,180,1150,1330,높음,0.9,10
임시틀니,240,1090,1330,중간,0.6,8
장례식장비용,180,1150,1330,높음,0.9,10
공단검진,480,850,1330,높음,0.9,10
장례식비용,240,1090,1330,높음,0.9,10
이사준비,490,840,1330,높음,0.9,10
경차중고,190,1140,1330,높음,0.9,10
공장선풍기,440,890,1330,높음,0.9,7
공유기설치,160,1170,1330,높음,0.9,10
카시트부스터,200,1130,1330,높음,0.9,7
유심라우터,410,920,1330,중간,0.6,8
ADSL,370,960,1330,높음,0.9,9
TV모니터,480,850,1330,중간,0.6,8
농업인안전보험,350,980,1330,높음,0.9,3
메리츠보험청구,330,1000,1330,높음,0.9,7
원홀세면대수전,400,930,1330,높음,0.9,8
미세촘촘방충망,150,1180,1330,높음,0.9,8
방충망틈새막이,200,1130,1330,중간,0.6,8
개인파산신청방법,270,1050,1320,높음,0.9,10
달러투자,390,930,1320,높음,0.9,10
동거주택상속공제,340,980,1320,높음,0.9,10
노무사비용,250,1070,1320,높음,0.9,10
3D피규어,220,1100,1320,높음,0.9,10
관절인형,230,1090,1320,중간,0.6,8
직장인국비지원교육,510,810,1320,높음,0.9,10
창업지원,630,690,1320,높음,0.9,10
오피스텔단기임대,270,1050,1320,높음,0.9,10
연금저축계좌추천,310,1010,1320,높음,0.9,7
6월공모주일정,220,1100,1320,높음,0.9,7
주식포트폴리오,350,970,1320,높음,0.9,10
주식계좌개설이벤트,200,1120,1320,높음,0.9,9
대신증권이벤트,180,1140,1320,중간,0.6,1
캠핑모기향,230,1090,1320,높음,0.9,8
거미약,250,1070,1320,중간,0.6,8
게이밍무선이어폰,640,680,1320,중간,0.6,8
위닉스제습기10리터,200,1120,1320,높음,0.9,8
제로웨이스트샵,320,1000,1320,높음,0.9,10
파세코난로,290,1030,1320,중간,0.6,8
아빠선물,210,1110,1320,높음,0.9,10
일반상해보험,150,1170,1320,높음,0.9,10
자동차상해,470,850,1320,높음,0.9,10
강남임플란트,500,820,1320,높음,0.9,10
하남입주청소,220,1100,1320,높음,0.9,10
중고차직거래,350,970,1320,높음,0.9,10
안산중고차,210,1110,1320,높음,0.9,10
선풍기써큘레이터,150,1170,1320,높음,0.9,8
14인치선풍기,320,1000,1320,높음,0.9,8
이동식선풍기,300,1020,1320,높음,0.9,8
중고창문형에어컨,350,970,1320,높음,0.9,7
도이터푸트라26,280,1040,1320,중간,0.6,8
무선기계식키보드,630,690,1320,높음,0.9,9
아이워치,200,1120,1320,높음,0.9,10
로지텍무선키보드마우스세트,720,600,1320,중간,0.6,8
삼성24인치모니터,670,650,1320,높음,0.9,8
무선모니터,330,990,1320,중간,0.6,8
주방수도꼭지,120,1200,1320,중간,0.6,8
LED전등교체비용,200,1120,1320,높음,0.9,10
도어락카드키,210,1110,1320,중간,0.6,8
직장인신용대출한도,380,930,1310,높음,0.9,10
개인회생신청방법,370,940,1310,높음,0.9,10
주담대중도상환수수료,330,980,1310,높음,0.9,3
운전자보험자부상,220,1090,1310,높음,0.9,10
불법파견,330,980,1310,높음,0.9,7
밀랍인형,180,1130,1310,높음,0.9,3
전기차렌트카,230,1080,1310,높음,0.9,10
SUV중고차,190,1120,1310,높음,0.9,10
파생상품,450,860,1310,높음,0.9,10
화장실초파리,130,1180,1310,높음,0.9,10
여행자보험핸드폰파손,250,1060,1310,높음,0.9,9
자전거음주운전,190,1120,1310,높음,0.9,7
더신사법무법인,320,990,1310,중간,0.6,1
공단건강검진,380,930,1310,높음,0.9,10
린나이가스온수기,220,1090,1310,중간,0.6,8
스위치허브,710,600,1310,높음,0.9,8
무선인터넷,370,940,1310,높음,0.9,10
무선와이파이,320,990,1310,중간,0.6,8
개사료20KG,160,1150,1310,중간,0.6,8
강아지홈캠,220,1090,1310,높음,0.9,8
인강용태블릿,320,990,1310,중간,0.6,8
압력밥솥추천,200,1110,1310,높음,0.9,8
아이나비블랙박스추천,380,930,1310,높음,0.9,9
국가직무능력표준,740,560,1300,높음,0.9,10
만화가,240,1060,1300,높음,0.9,10
병역특례,540,760,1300,높음,0.9,10
빗물누수,430,870,1300,높음,0.9,10
연금저축계좌세액공제,350,950,1300,중간,0.6,3
전력량계,580,720,1300,중간,0.6,8
모기잡는기계,220,1080,1300,중간,0.6,8
가정용벌레퇴치기,150,1150,1300,높음,0.9,8
캠핑매트리스,240,1060,1300,중간,0.6,8
유아책상의자,150,1150,1300,중간,0.6,8
퇴직서,390,910,1300,높음,0.9,7
임대사업자부가세신고,480,820,1300,높음,0.9,7
보험손해사정사,190,1110,1300,높음,0.9,10
IPL효과,110,1190,1300,높음,0.9,10
전기온수기30리터,280,1020,1300,높음,0.9,8
냉감차렵이불,130,1170,1300,높음,0.9,8
대형써큘레이터,360,940,1300,높음,0.9,8
삼성날개없는선풍기,120,1180,1300,중간,0.6,6
엑타코선풍기,200,1100,1300,높음,0.9,8
기내용유모차,190,1110,1300,높음,0.9,8
시크유모차,120,1180,1300,높음,0.9,3
자전거중고사이트,280,1020,1300,높음,0.9,10
요즘가족결합,590,710,1300,높음,0.9,7
키보드세트,1150,150,1300,중간,0.6,8
학원배상책임보험,410,890,1300,높음,0.9,10
전기압력밥솥3인용,120,1180,1300,중간,0.6,8
통신연체조회,270,1020,1290,높음,0.9,10
운전자보험다이렉트,440,850,1290,높음,0.9,10
사망보험,470,820,1290,높음,0.9,10
코딩자격증,350,940,1290,높음,0.9,10
개인사업자,480,810,1290,중간,0.6,3
근저당권말소,370,920,1290,높음,0.9,10
주식시간외거래,350,940,1290,높음,0.9,9
항생,620,670,1290,중간,0.6,4
노후자금,270,1020,1290,높음,0.9,10
CONY주가,90,1200,1290,중간,0.6,2
명절선물세트,580,710,1290,높음,0.9,10
안마의자중고,170,1120,1290,높음,0.9,10
게임의자,290,1000,1290,높음,0.9,10
자산운용,880,410,1290,높음,0.9,10
복부MRI,190,1100,1290,높음,0.9,10
이사손없는날,230,1060,1290,높음,0.9,10
폐렴예방접종가격,110,1180,1290,높음,0.9,3
아치신발,160,1130,1290,중간,0.6,8
미즈노드라이버,270,1020,1290,중간,0.6,8
와이파이라우터,320,970,1290,높음,0.9,8
삼성게이밍모니터,410,880,1290,높음,0.9,10
중고에어콘,260,1030,1290,높음,0.9,10
가정용음식물쓰레기통,290,1000,1290,중간,0.6,8
음식물처리기냄새,190,1100,1290,중간,0.6,6
냉정수기,180,1110,1290,높음,0.9,7
에어플라이,210,1080,1290,높음,0.9,8
안면인식도어락,310,980,1290,높음,0.9,10
타이어전문점,120,1170,1290,높음,0.9,10
농지양도소득세,280,1000,1280,높음,0.9,7
보험설계,370,910,1280,높음,0.9,10
고령자계속고용장려금,1020,260,1280,중간,0.6,6
친환경살충제,240,1040,1280,중간,0.6,8
초파리제거,280,1000,1280,중간,0.6,8
노트북순위,90,1190,1280,높음,0.9,9
학생용노트북,810,470,1280,높음,0.9,8
쏘렌토차박매트,210,1070,1280,높음,0.9,8
전신마사지기,190,1090,1280,높음,0.9,8
럼멜매트리스,190,1090,1280,중간,0.6,5
팔걸이의자,280,1000,1280,높음,0.9,8
연장수당계산기,480,800,1280,낮음,0.3,0
노란우산공제회,740,540,1280,중간,0.6,4
중대시민재해,670,610,1280,높음,0.9,9
스트라우만,610,670,1280,높음,0.9,10
중고커피머신,270,1010,1280,높음,0.9,10
수도필터,310,970,1280,중간,0.6,8
현관문도어체크,240,1040,1280,높음,0.9,8
암보험다이렉트,300,970,1270,높음,0.9,10
직업교육,630,640,1270,높음,0.9,10
전기자동차보조금,430,840,1270,높음,0.9,10
부자되는법,370,900,1270,높음,0.9,10
그리마퇴치,150,1120,1270,높음,0.9,8
로봇청소기비교,330,940,1270,높음,0.9,8
트윈워시,270,1000,1270,높음,0.9,10
정관장선물세트,280,990,1270,높음,0.9,10
사무의자,590,680,1270,중간,0.6,8
축농증두통,260,1010,1270,높음,0.9,10
NAVIGATION,360,910,1270,높음,0.9,1
시력교정술,260,1010,1270,높음,0.9,10
배관누수,230,1040,1270,높음,0.9,10
여성트레킹화,220,1050,1270,높음,0.9,10
디스커버리전기자전거,140,1130,1270,높음,0.9,8
벵에돔빵가루,200,1070,1270,중간,0.6,6
무선라우터,420,850,1270,높음,0.9,10
업무용모니터,950,320,1270,높음,0.9,8
아이패드셀룰러,240,1030,1270,높음,0.9,8
홈쇼핑무선청소기,180,1090,1270,높음,0.9,10
캡슐커피머신추천,310,960,1270,높음,0.9,10
가정용커피머신기,200,1070,1270,중간,0.6,8
스테나에어프라이어,310,960,1270,중간,0.6,5
도어락비밀번호분실,80,1190,1270,높음,0.9,10
하이패스단말기설치,220,1050,1270,중간,0.6,7
단독주택담보대출,290,970,1260,높음,0.9,10
전세금대출,300,960,1260,높음,0.9,10
보험사주택담보대출,370,890,1260,높음,0.9,10
도수치료실비청구,290,970,1260,높음,0.9,3
렌트카보험,220,1040,1260,높음,0.9,10
연말정산간소화,660,600,1260,중간,0.6,8
고용증대세액공제,770,490,1260,중간,0.6,3
ETF투자,360,900,1260,높음,0.9,10
KTESIM,300,960,1260,높음,0.9,10
니모매트,270,990,1260,중간,0.6,7
어린이책상의자,170,1090,1260,중간,0.6,8
뺑소니합의금,150,1110,1260,높음,0.9,10
네오임플란트,350,910,1260,높음,0.9,10
기침감기,160,1100,1260,높음,0.9,10
셀프입주청소,250,1010,1260,높음,0.9,10
지열,280,980,1260,높음,0.9,9
내차조회,240,1020,1260,높음,0.9,10
이비랑,220,1040,1260,높음,0.9,3
써큐레이터,270,990,1260,높음,0.9,8
춘식이선풍기,180,1080,1260,높음,0.9,8
평발운동화,160,1100,1260,높음,0.9,10
할머니신발,130,1130,1260,높음,0.9,10
전기이륜차,490,770,1260,높음,0.9,10
고양이유모차,130,1130,1260,높음,0.9,8
밤기저귀추천,40,1220,1260,중간,0.6,8
포그내슬링,50,1210,1260,중간,0.6,2
MXMECHANICAL,600,660,1260,중간,0.6,8
손해보험설계사시험,270,990,1260,높음,0.9,7
3인용밥솥,260,1000,1260,중간,0.6,8
2IN1,300,960,1260,중간,0.6,8
초소형에어컨,250,1010,1260,높음,0.9,7
비데설치방법,140,1120,1260,높음,0.9,10
락프로,420,840,1260,높음,0.9,10
후방카메라모니터,210,1050,1260,높음,0.9,8
목포손세차,70,1190,1260,중간,0.6,5
청년생활비대출,180,1070,1250,높음,0.9,10
치과실비,180,1070,1250,높음,0.9,10
자녀증여세세율,220,1030,1250,높음,0.9,7
부동산증여계약서,660,590,1250,높음,0.9,10
소상공인희망리턴패키지,580,670,1250,높음,0.9,10
주택임대차계약서,850,400,1250,높음,0.9,10
BYD트럭,180,1070,1250,중간,0.6,6
헬스케어ETF,260,990,1250,높음,0.9,10
자동차민간검사소,200,1050,1250,높음,0.9,7
사무실청소기,650,600,1250,중간,0.6,8
SS매트리스,220,1030,1250,중간,0.6,8
킹침대사이즈,180,1070,1250,높음,0.9,8
컴퓨터책상의자,410,840,1250,높음,0.9,9
홍삼스틱100포,1150,100,1250,중간,0.6,8
교통사고과실비율,390,860,1250,높음,0.9,10
라이스정,490,760,1250,중간,0.6,2
라식라섹비용,270,980,1250,높음,0.9,10
7월달손없는날,30,1220,1250,높음,0.9,7
입주청소후기,290,960,1250,높음,0.9,10
광진구입주청소,200,1050,1250,높음,0.9,10
강동구입주청소,190,1060,1250,높음,0.9,10
지열보일러,220,1030,1250,높음,0.9,10
냉감이불추천,270,980,1250,높음,0.9,8
한일아기바람선풍기,120,1130,1250,중간,0.6,8
CHILLER,650,600,1250,높음,0.9,10
텐트가격,20,1230,1250,높음,0.9,8
기내반입유모차,160,1090,1250,중간,0.6,8
여자골프백,200,1050,1250,높음,0.9,8
티피링크홈캠,280,970,1250,높음,0.9,7
SK기기변경,330,920,1250,높음,0.9,10
ANDROID,290,960,1250,높음,0.9,10
LED교체,160,1090,1250,중간,0.6,8
개인파산이란,170,1070,1240,높음,0.9,10
신용회복위원회개인회생,250,990,1240,높음,0.9,10
신용불량자회복,140,1100,1240,높음,0.9,10
당일운전자보험,70,1170,1240,높음,0.9,10
IRP계좌추천,400,840,1240,높음,0.9,7
다주택자양도세,280,960,1240,높음,0.9,3
1가구1주택양도세,230,1010,1240,높음,0.9,3
근로장려금신청조회,190,1050,1240,중간,0.6,2
대전근로복지공단,240,1000,1240,중간,0.6,1
부당해고합의금,210,1030,1240,높음,0.9,7
ECOUNT,890,350,1240,높음,0.9,1
성동자동차검사소,310,930,1240,중간,0.6,6
파리퇴치기,230,1010,1240,높음,0.9,8
남양주자동차검사소,270,970,1240,중간,0.6,6
이직선물,290,950,1240,높음,0.9,10
캠핑고래용인,120,1120,1240,중간,0.6,1
월급일할계산,540,700,1240,높음,0.9,1
자동차사고,180,1060,1240,높음,0.9,10
난폭운전처벌,130,1110,1240,높음,0.9,7
코막힐때,120,1120,1240,높음,0.9,10
천식완치,140,1100,1240,높음,0.9,10
골밀도,260,980,1240,높음,0.9,10
부산건강검진,360,880,1240,높음,0.9,10
안양입주청소,410,830,1240,높음,0.9,10
송파입주청소,170,1070,1240,높음,0.9,10
듀라론패드,190,1050,1240,높음,0.9,8
리모콘선풍기,190,1050,1240,중간,0.6,7
트레일화,280,960,1240,높음,0.9,8
유모차디럭스,210,1030,1240,높음,0.9,9
기저귀추천,160,1080,1240,중간,0.6,8
용인베이비하우스,120,1120,1240,중간,0.6,3
3인용압력밥솥,150,1090,1240,중간,0.6,8
쿠쿠2인용밥솥,120,1120,1240,높음,0.9,10
군고구마에어프라이어,70,1170,1240,높음,0.9,10
출입문방충망,250,990,1240,중간,0.6,8
게이트맨ASSAABLOY,120,1120,1240,높음,0.9,10
타이어가격비교표,250,990,1240,높음,0.9,10
타이어코드절상,200,1040,1240,높음,0.9,3
개인회생기간,210,1020,1230,높음,0.9,10
통상임금계산,920,310,1230,높음,0.9,1
관광농원,300,930,1230,높음,0.9,10
전기승합차,310,920,1230,높음,0.9,10
테마주,340,890,1230,높음,0.9,10
퇴직연금DC,590,640,1230,높음,0.9,3
수건세탁,150,1080,1230,높음,0.9,10
건조기10KG,210,1020,1230,중간,0.6,8
20만원대선물,310,920,1230,높음,0.9,10
사무실쇼파,450,780,1230,중간,0.6,8
치매간병보험,330,900,1230,높음,0.9,10
도배장판비용,260,970,1230,높음,0.9,10
린나이온수기,260,970,1230,높음,0.9,10
초미풍선풍기,180,1050,1230,높음,0.9,8
수조냉각기,310,920,1230,높음,0.9,8
아치형깔창,210,1020,1230,높음,0.9,8
MTB전기자전거,220,1010,1230,중간,0.6,8
팬티형기저귀,130,1100,1230,높음,0.9,8
국민연금추가납부,330,900,1230,높음,0.9,3
금융종합소득세,280,950,1230,높음,0.9,3
보험증권발급,360,870,1230,높음,0.9,7
음식물건조분쇄기,230,1000,1230,높음,0.9,8
어머님생신선물,150,1080,1230,높음,0.9,10
코스텔충전기,210,1020,1230,중간,0.6,5
천만원대출,190,1030,1220,높음,0.9,10
파산면책,320,900,1220,높음,0.9,10
의료실비보험청구서류,70,1150,1220,높음,0.9,10
틀니비용,130,1090,1220,높음,0.9,10
실업급여상담,310,910,1220,높음,0.9,3
일러스트그림,200,1020,1220,높음,0.9,8
주식초보,240,980,1220,높음,0.9,10
층간소음방지매트,330,890,1220,높음,0.9,8
가성비로봇청소기,320,900,1220,중간,0.6,8
재사용제습제,200,1020,1220,높음,0.9,8
간이샤워기,270,950,1220,높음,0.9,7
싱글침대매트리스,190,1030,1220,높음,0.9,9
게임용의자추천,850,370,1220,높음,0.9,8
면허취소,180,1040,1220,높음,0.9,10
휴면보험금찾기,270,950,1220,높음,0.9,10
앞니라미네이트가격,150,1070,1220,높음,0.9,10
루메나가습기,260,960,1220,높음,0.9,8
캠프라인블랙스톰,210,1010,1220,중간,0.6,8
코오롱스포츠등산화,180,1040,1220,높음,0.9,10
시마노스티레,230,990,1220,높음,0.9,10
소화잘되는분유,140,1080,1220,높음,0.9,10
여름기저귀추천,90,1130,1220,높음,0.9,8
로지텍MXKEYSMINI,470,750,1220,중간,0.6,8
레노버패드,410,810,1220,중간,0.6,8
신용점수올리는법,260,960,1220,높음,0.9,7
음식물처리기비교,370,850,1220,높음,0.9,10
방충망설치,200,1020,1220,높음,0.9,8
흰지,410,810,1220,높음,0.9,8
SHP-DP940,260,960,1220,높음,0.9,7
현관도어락추천,200,1020,1220,높음,0.9,10
신차패키지,450,770,1220,높음,0.9,10
내비게이션추천,130,1090,1220,중간,0.6,8
위탁자,610,600,1210,높음,0.9,3
긴급복지지원,550,660,1210,높음,0.9,3
미국ETF투자방법,240,970,1210,높음,0.9,7
주식종목,260,950,1210,높음,0.9,10
노트북컴퓨터,790,420,1210,높음,0.9,8
곰팡이페인트,210,1000,1210,중간,0.6,8
하드매트리스,210,1000,1210,높음,0.9,9
식기세척기14인용,300,910,1210,중간,0.6,8
휴대용배터리,280,930,1210,높음,0.9,8
홍삼액,340,870,1210,중간,0.6,8
학원의자,330,880,1210,높음,0.9,10
사무용의자브랜드,490,720,1210,높음,0.9,8
접촉사고합의금,140,1070,1210,높음,0.9,7
연세위드이비인후과,220,990,1210,낮음,0.3,2
허리디스크수술비용,210,1000,1210,높음,0.9,10
기관지염치료,130,1080,1210,높음,0.9,10
이사업체순위,330,880,1210,높음,0.9,10
이물,260,950,1210,높음,0.9,10
양변기교체,260,950,1210,높음,0.9,10
안산입주청소,380,830,1210,높음,0.9,10
린넨이불,170,1040,1210,중간,0.6,8
중소기업청년대출,490,720,1210,중간,0.6,3
음식물처리기휴렉,160,1050,1210,높음,0.9,10
개업선물추천,190,1020,1210,높음,0.9,10
에어콘렌탈,90,1120,1210,높음,0.9,10
부산타이어,320,890,1210,높음,0.9,10
아이나비블랙박스메모리카드,240,970,1210,중간,0.6,5
개인회생변제금조회,270,930,1200,높음,0.9,10
아파트담보대출금리비교,470,730,1200,높음,0.9,10
증여취득세율,390,810,1200,중간,0.6,6
부부간증여,310,890,1200,높음,0.9,10
원천세신고방법,750,450,1200,높음,0.9,3
보험상담,320,880,1200,높음,0.9,10
저축은행특판,240,960,1200,중간,0.6,4
청소차,400,800,1200,높음,0.9,7
옌센침대,140,1060,1200,낮음,0.3,0
침대가격,150,1050,1200,높음,0.9,10
목디스크에좋은운동,190,1010,1200,높음,0.9,10
건강검진종류,310,890,1200,높음,0.9,10
수면위내시경,170,1030,1200,높음,0.9,10
시원한이불,150,1050,1200,높음,0.9,8
판형열교환기,710,490,1200,높음,0.9,10
전기자전거키트,240,960,1200,중간,0.6,8
코오롱트레킹화,180,1020,1200,높음,0.9,10
타보플렉스탭3,80,1120,1200,높음,0.9,3
건강보험상한제,220,980,1200,높음,0.9,3
커피머신가격,30,1170,1200,높음,0.9,8
주방벽수전,230,970,1200,높음,0.9,8
오피스텔매매대출,320,870,1190,높음,0.9,10
자동차부상치료비,210,980,1190,높음,0.9,10
해고수당,370,820,1190,높음,0.9,3
중고전기차보조금,190,1000,1190,높음,0.9,10
아파트누수책임,220,970,1190,높음,0.9,10
연금저축펀드ETF,260,930,1190,높음,0.9,7
토스전세대출,380,810,1190,높음,0.9,3
USIM,280,910,1190,높음,0.9,8
LG헬로비전인터넷,210,980,1190,높음,0.9,10
캠핑난로,330,860,1190,중간,0.6,8
고등학생의자,160,1030,1190,높음,0.9,10
AIG보험,330,860,1190,높음,0.9,7
국내단체여행자보험,700,490,1190,높음,0.9,10
반포장이사비용,210,980,1190,높음,0.9,10
노르딕슬립냉감패드,120,1070,1190,높음,0.9,7
에어리스노우,110,1080,1190,중간,0.6,6
경량등산화,290,900,1190,중간,0.6,8
와이파이공유기추천,270,920,1190,높음,0.9,8
신생아카시트추천,220,970,1190,높음,0.9,8
종합소득세구간,510,680,1190,높음,0.9,7
금감원보험,360,830,1190,높음,0.9,3
가성비무선청소기,310,880,1190,중간,0.6,8
아이나비고객센터,270,920,1190,높음,0.9,7
아이나비QXD5000,260,930,1190,중간,0.6,6
전세자금반환대출,390,790,1180,높음,0.9,10
단독주택대출,290,890,1180,높음,0.9,10
신용점수확인,400,780,1180,높음,0.9,10
삼성화재다이렉트운전자보험,550,630,1180,낮음,0.3,2
레진가격,180,1000,1180,높음,0.9,10
연말정산계산기,650,530,1180,중간,0.6,5
보험회사순위,190,990,1180,높음,0.9,10
3D프린터자격증,340,840,1180,높음,0.9,10
서울집값전망,200,980,1180,높음,0.9,3
공유오피스사업자등록,420,760,1180,높음,0.9,10
패스트세븐,240,940,1180,중간,0.6,5
조용한제습기,200,980,1180,높음,0.9,8
DQ203PECA,210,970,1180,높음,0.9,8
게이밍체어,510,670,1180,중간,0.6,8
보험다나와,590,590,1180,높음,0.9,10
자전거사고,330,850,1180,높음,0.9,10
교통사고사실확인서,380,800,1180,높음,0.9,3
비중격코수술,190,990,1180,높음,0.9,10
척추관협착증운동,170,1010,1180,높음,0.9,10
임플란트주위염,280,900,1180,높음,0.9,10
보일러배관누수,130,1050,1180,높음,0.9,10
MIZUNO,200,980,1180,높음,0.9,10
CELLO,200,980,1180,높음,0.9,8
WIFI공유기,330,850,1180,중간,0.6,8
출산준비,340,840,1180,높음,0.9,9
종합소득세경정청구,500,680,1180,높음,0.9,10
일상배상책임보험누수,250,930,1180,높음,0.9,10
파인뷰LX5000,260,920,1180,높음,0.9,10
개인회생최저생계비,360,810,1170,높음,0.9,3
도산전문변호사,160,1010,1170,높음,0.9,10
채무탕감,290,880,1170,높음,0.9,10
유병자암보험,300,870,1170,높음,0.9,10
상속세신고방법,290,880,1170,높음,0.9,10
중장년일자리,410,760,1170,높음,0.9,10
청년성장프로젝트,450,720,1170,중간,0.6,2
사업자대출한도,250,920,1170,높음,0.9,10
정부지원서민대출,180,990,1170,중간,0.6,4
확정기여형,550,620,1170,중간,0.6,1
휴대폰판매,170,1000,1170,높음,0.9,10
가정용숯불화로,210,960,1170,중간,0.6,8
등안마기,210,960,1170,높음,0.9,8
침대슈퍼싱글,180,990,1170,중간,0.6,8
부가세기한후신고,450,720,1170,높음,0.9,3
가족간병,320,850,1170,높음,0.9,10
디스크수술,210,960,1170,높음,0.9,10
편도결석이비인후과,140,1030,1170,높음,0.9,10
교통사고MRI,120,1050,1170,높음,0.9,10
얼음매트,110,1060,1170,높음,0.9,7
선풍기비교,30,1140,1170,높음,0.9,3
스마트선풍기,130,1040,1170,높음,0.9,8
브릿지스톤골프,410,760,1170,높음,0.9,3
백패킹장비,300,870,1170,높음,0.9,8
아기카시트추천,140,1030,1170,높음,0.9,8
타보웨건,100,1070,1170,높음,0.9,3
핸드폰키보드,210,960,1170,중간,0.6,8
계산서발행,730,440,1170,높음,0.9,10
가정용원두커피머신,250,920,1170,중간,0.6,8
냉동피자에어프라이어,130,1040,1170,중간,0.6,2
잠긴문여는법,70,1100,1170,높음,0.9,10
아이나비업데이트,670,500,1170,높음,0.9,10
블랙박스교체,250,920,1170,높음,0.9,10
공무원신용대출,340,820,1160,높음,0.9,10
무료신용조회,280,880,1160,중간,0.6,8
실비신청,180,980,1160,높음,0.9,10
노무사무료상담,280,880,1160,높음,0.9,10
전세금돌려받기,270,890,1160,높음,0.9,10
명도소송비용,360,800,1160,높음,0.9,10
벤츠EQE350,110,1050,1160,높음,0.9,3
ISAETF,320,840,1160,높음,0.9,7
사업자등록신청,640,520,1160,높음,0.9,10
지분투자,560,600,1160,높음,0.9,9
패스모바일신분증,140,1020,1160,중간,0.6,2
