keyword,pc,mobile,total,comp_label,competition,ad_depth
가정용비데추천,410,2010,2420,높음,0.9,10
무선진공청소기,610,1800,2410,높음,0.9,8
후방카메라설치,310,2100,2410,높음,0.9,10
국내ETF세금,550,1850,2400,중간,0.6,6
아이에스티이주가,140,2260,2400,높음,0.9,3
원룸미니제습기,340,2060,2400,높음,0.9,7
매립형식기세척기,280,2120,2400,높음,0.9,7
척추압박골절,400,2000,2400,높음,0.9,10
팝업텐트,460,1940,2400,중간,0.6,8
삼성27인치모니터,1620,780,2400,중간,0.6,8
풍수해,1270,1130,2400,높음,0.9,3
국내여행보험,570,1830,2400,높음,0.9,10
건축물관리대장발급,2090,310,2400,높음,0.9,3
전기차할인카드,480,1910,2390,높음,0.9,10
아파트추가담보대출,620,1770,2390,높음,0.9,10
실비보험다이렉트,430,1960,2390,높음,0.9,10
일산세무사,180,2210,2390,높음,0.9,10
직업상담사2급필기,770,1620,2390,높음,0.9,10
우량주,510,1880,2390,높음,0.9,10
차박도킹텐트,390,2000,2390,중간,0.6,8
냉감토퍼,290,2100,2390,높음,0.9,8
중고차사이트추천,770,1620,2390,높음,0.9,10
윈도우태블릿,930,1460,2390,중간,0.6,8
욕실샤워기수전,400,1990,2390,높음,0.9,8
방문도어락,480,1910,2390,높음,0.9,8
질식소화포,1460,930,2390,중간,0.6,8
네비업데이트,450,1940,2390,높음,0.9,10
신용조회,640,1740,2380,높음,0.9,10
소상공인경영안정자금,390,1990,2380,높음,0.9,10
7인승SUV,410,1970,2380,높음,0.9,10
탈취,520,1860,2380,높음,0.9,8
접이식간이의자,400,1980,2380,높음,0.9,8
더블매트리스,360,2020,2380,중간,0.6,8
허브랙,2040,340,2380,중간,0.6,8
펫밀크,370,2010,2380,중간,0.6,8
삼성스마트TV,530,1850,2380,중간,0.6,8
에어프라이어고구마,150,2230,2380,높음,0.9,10
CHARGER,610,1770,2380,높음,0.9,8
세무사사무실,810,1560,2370,높음,0.9,10
고등학생알바,190,2180,2370,높음,0.9,9
일반경영안정자금,630,1740,2370,높음,0.9,10
전월세,660,1710,2370,높음,0.9,10
ELW,810,1560,2370,높음,0.9,7
갑근세계산기,1340,1030,2370,낮음,0.3,0
충전선풍기,340,2030,2370,중간,0.6,8
트레킹화추천,540,1830,2370,중간,0.6,8
여성캐디백,330,2040,2370,중간,0.6,8
올스텐에어프라이어,400,1970,2370,중간,0.6,8
아파트셀프등기,810,1550,2360,중간,0.6,5
일본여행준비물체크리스트,620,1740,2360,높음,0.9,3
KB화재보험,1010,1350,2360,높음,0.9,10
방문잠겼을때,120,2240,2360,높음,0.9,10
한의원실비,320,2030,2350,높음,0.9,10
폐업철거지원금,510,1840,2350,높음,0.9,7
도킹텐트,440,1910,2350,높음,0.9,8
미백주사,320,2030,2350,높음,0.9,10
경동보일러고객센터,260,2090,2350,중간,0.6,6
캠핑무선선풍기,380,1970,2350,중간,0.6,8
아기자전거,200,2150,2350,높음,0.9,8
쥬니어카시트,190,2160,2350,중간,0.6,8
명품스마트워치,380,1970,2350,높음,0.9,10
거실에어컨,310,2040,2350,높음,0.9,7
신용정보조회서발급,1250,1090,2340,높음,0.9,10
원천세계산기,1490,850,2340,낮음,0.3,0
상속재산분할협의서양식,1400,940,2340,중간,0.6,3
싱크대음식물처리기,660,1680,2340,중간,0.6,8
가벼운노트북,710,1630,2340,중간,0.6,8
노트북구매,1530,810,2340,중간,0.6,8
자살사망보험금,220,2120,2340,높음,0.9,10
강아지사료추천,390,1950,2340,높음,0.9,10
커튼설치,410,1930,2340,높음,0.9,8
채무통합,410,1920,2330,높음,0.9,10
도급인,1500,830,2330,높음,0.9,3
파리잡는법,250,2080,2330,높음,0.9,10
알뜰폰평생요금제,640,1690,2330,높음,0.9,10
대우세탁기,370,1960,2330,높음,0.9,10
안마기추천,170,2160,2330,중간,0.6,8
유병자보험,560,1770,2330,높음,0.9,10
전기차동호회,590,1740,2330,높음,0.9,9
미즈노골프채,360,1970,2330,중간,0.6,8
클래식자전거,480,1850,2330,중간,0.6,8
신생아바운서,280,2050,2330,중간,0.6,8
TANK,560,1770,2330,높음,0.9,10
원룸월세,430,1890,2320,높음,0.9,10
흑석9구역,630,1690,2320,중간,0.6,5
노후준비,740,1580,2320,높음,0.9,10
맹장수술비용,170,2150,2320,높음,0.9,10
감초주사,620,1700,2320,높음,0.9,10
삼성전자이전설치,730,1590,2320,중간,0.6,5
방충망틀교체,310,2010,2320,높음,0.9,10
캐치온,460,1860,2320,중간,0.6,5
대출조회,630,1680,2310,높음,0.9,10
기보,1100,1210,2310,낮음,0.3,2
미니일렉트릭,500,1810,2310,높음,0.9,10
간이사업자부가세,490,1820,2310,높음,0.9,3
좌골신경통치료,230,2080,2310,높음,0.9,10
잉글레시나퀴드2,180,2130,2310,중간,0.6,7
폴레드픽셀,360,1950,2310,중간,0.6,7
키즈스마트워치,300,2010,2310,높음,0.9,10
게임용모니터,1320,990,2310,중간,0.6,8
쿠커,460,1850,2310,중간,0.6,8
전기트럭,540,1760,2300,높음,0.9,10
무소음탁상선풍기,610,1690,2300,높음,0.9,8
일체형에어컨,480,1820,2300,높음,0.9,8
무인카페창업비용,360,1940,2300,높음,0.9,10
대출비교,520,1770,2290,높음,0.9,10
동부화재운전자보험,640,1650,2290,높음,0.9,10
부담부증여,850,1440,2290,높음,0.9,10
부당해고,680,1610,2290,높음,0.9,10
패밀리카추천,450,1840,2290,중간,0.6,8
원자력관련주,420,1870,2290,중간,0.6,8
증권사이벤트,550,1740,2290,높음,0.9,10
학생용의자,1350,940,2290,중간,0.6,8
인후두염,290,2000,2290,높음,0.9,3
침대냉감패드,290,2000,2290,중간,0.6,7
써큘레이터선풍기,430,1860,2290,높음,0.9,9
유모차브랜드,420,1870,2290,높음,0.9,10
여성기업,1670,620,2290,높음,0.9,10
직업추천,490,1790,2280,높음,0.9,10
ORACLE,910,1370,2280,높음,0.9,10
수입SUV,630,1650,2280,높음,0.9,10
핵융합관련주,380,1900,2280,중간,0.6,6
추석선물,940,1340,2280,높음,0.9,7
에소프레소,210,2070,2280,높음,0.9,8
허리디스크시술,360,1920,2280,높음,0.9,10
목디스크병원,360,1920,2280,높음,0.9,10
앞니크라운,240,2040,2280,높음,0.9,10
특수검진,740,1540,2280,높음,0.9,7
코킹작업,570,1710,2280,높음,0.9,10
나이키러닝,380,1900,2280,높음,0.9,10
부동산매매계약서양식,1650,630,2280,높음,0.9,10
전세보증보험가입방법,620,1660,2280,높음,0.9,7
방충망잠금장치,390,1890,2280,중간,0.6,8
브라인드커튼,190,2090,2280,높음,0.9,10
자녀상속세면제한도,360,1910,2270,높음,0.9,7
웹툰학원,500,1770,2270,높음,0.9,10
장승배기,630,1640,2270,높음,0.9,3
소호사무실,950,1320,2270,높음,0.9,10
주식용어,660,1610,2270,높음,0.9,10
유심칩교체,230,2040,2270,높음,0.9,10
왼쪽목통증,210,2060,2270,높음,0.9,10
급속충전기,410,1860,2270,중간,0.6,8
음쓰처리기추천,230,2040,2270,높음,0.9,7
주택담보대출금액,540,1720,2260,높음,0.9,10
다이렉트암보험,670,1590,2260,높음,0.9,10
원천세신고,1360,900,2260,높음,0.9,3
서울재개발,770,1490,2260,높음,0.9,10
1억모으기,470,1790,2260,높음,0.9,10
차박준비물,440,1820,2260,높음,0.9,10
책상칸막이,660,1600,2260,높음,0.9,8
원천징수계산기,1140,1120,2260,낮음,0.3,0
자동차손해배상보장법,1130,1130,2260,높음,0.9,10
청주서울좋은치과,290,1970,2260,낮음,0.3,1
고어텍스등산화,420,1840,2260,높음,0.9,8
샤오미홈캠,430,1830,2260,높음,0.9,8
LG모니터27인치,970,1290,2260,중간,0.6,8
고령자고용지원금,1500,760,2260,높음,0.9,3
형광등안정기교체,370,1890,2260,높음,0.9,10
단기운전자보험,250,2000,2250,높음,0.9,10
변액연금보험,440,1810,2250,높음,0.9,9
삼성화재간병인보험,710,1540,2250,중간,0.6,7
가족상,380,1870,2250,높음,0.9,1
냉패드,270,1980,2250,높음,0.9,8
신일선풍기가격,90,2160,2250,높음,0.9,10
기저귀체험팩,180,2070,2250,높음,0.9,10
강아지사료샘플,190,2060,2250,높음,0.9,10
증여계약서,1200,1040,2240,높음,0.9,10
사급,1450,790,2240,낮음,0.3,0
모기기피제추천,320,1920,2240,높음,0.9,8
곰팡이균,310,1930,2240,높음,0.9,3
턱관절통증,470,1770,2240,높음,0.9,10
부산김용기내과,240,2000,2240,중간,0.6,2
USB선풍기,760,1480,2240,중간,0.6,8
운전자일일보험,120,2110,2230,높음,0.9,10
근로자,750,1480,2230,높음,0.9,1
직장인투잡,740,1490,2230,높음,0.9,10
일학습병행,1410,820,2230,중간,0.6,1
아파트청약방법,450,1780,2230,중간,0.6,2
단기채권,710,1520,2230,높음,0.9,7
모기포충기,540,1690,2230,높음,0.9,8
방습제,620,1610,2230,중간,0.6,8
허리디스크원인,260,1970,2230,높음,0.9,10
기침약,280,1950,2230,높음,0.9,10
종합검진비용,310,1920,2230,높음,0.9,10
데이터쉐어링,430,1800,2230,높음,0.9,9
공시지원금,500,1730,2230,높음,0.9,10
삼성모니터27인치,990,1240,2230,중간,0.6,8
전기공사업체,530,1700,2230,높음,0.9,10
아파트방충망교체비용,360,1870,2230,높음,0.9,10
리쿠르트,840,1380,2220,높음,0.9,10
서울시기술교육원,1010,1210,2220,중간,0.6,6
엑셀러레이터,730,1490,2220,높음,0.9,10
MVNO,910,1310,2220,높음,0.9,10
세탁건조일체형,380,1840,2220,높음,0.9,8
간병,420,1800,2220,높음,0.9,10
일본여행준비,630,1590,2220,높음,0.9,10
경추척수증,400,1820,2220,높음,0.9,10
장판매트,330,1890,2220,높음,0.9,8
멕시코시카시트,210,2010,2220,중간,0.6,8
집수리업체,210,2010,2220,높음,0.9,10
외국인대출,250,1960,2210,높음,0.9,10
취업규칙변경신고,2150,60,2210,높음,0.9,10
배움카드,670,1540,2210,높음,0.9,10
연금종류,340,1870,2210,높음,0.9,10
유아바닥매트,310,1900,2210,중간,0.6,8
통돌이세탁기15KG,320,1890,2210,중간,0.6,8
척추측만증교정기,240,1970,2210,중간,0.6,8
강남라식,440,1770,2210,높음,0.9,10
마이어스칵테일주사,480,1730,2210,높음,0.9,10
라지킹침구세트,310,1900,2210,높음,0.9,8
작은선풍기,240,1970,2210,높음,0.9,8
가성비러닝화,430,1780,2210,높음,0.9,10
장애인표준사업장,1300,910,2210,높음,0.9,10
키보드축,750,1460,2210,중간,0.6,7
싱크대상판교체,370,1840,2210,높음,0.9,10
욕실세면대,350,1860,2210,중간,0.6,8
실손,600,1600,2200,높음,0.9,10
꽃꽂이클래스,290,1910,2200,높음,0.9,10
전기차중고차,550,1650,2200,높음,0.9,10
여름용품,690,1510,2200,높음,0.9,8
업소용포충기,580,1620,2200,중간,0.6,8
허리편한의자,650,1550,2200,중간,0.6,8
서큘레이터선풍기,460,1740,2200,높음,0.9,8
한일써큘레이터,220,1980,2200,중간,0.6,8
전투화,380,1820,2200,높음,0.9,10
기저귀1단계,170,2030,2200,중간,0.6,8
갤럭시탭A10,460,1740,2200,중간,0.6,7
임시운전자특약,290,1900,2190,높음,0.9,10
권고사직회사불이익,800,1390,2190,높음,0.9,10
저축,620,1570,2190,높음,0.9,10
은ETF,620,1570,2190,높음,0.9,10
KT인터넷재약정혜택,560,1630,2190,높음,0.9,10
인산철파워뱅크,360,1830,2190,중간,0.6,8
홍삼진고,290,1900,2190,높음,0.9,10
법인부가세신고기간,1010,1180,2190,높음,0.9,3
전자상거래법,1560,630,2190,높음,0.9,10
산재보험신청,650,1540,2190,높음,0.9,10
침대여름패드,200,1990,2190,높음,0.9,8
신일전자선풍기,410,1780,2190,높음,0.9,10
계약갱신요구권,700,1490,2190,높음,0.9,7
가정용음식물처리기추천,270,1920,2190,중간,0.6,8
GAYO,370,1820,2190,중간,0.6,6
테슬라충전기,420,1770,2190,높음,0.9,8
매장,380,1800,2180,높음,0.9,10
부동산앱,870,1310,2180,높음,0.9,10
노량진재개발,570,1610,2180,높음,0.9,9
의류건조기,510,1670,2180,중간,0.6,8
면세사업자,970,1210,2180,높음,0.9,9
가래빼는법,200,1980,2180,높음,0.9,10
침구류,340,1840,2180,중간,0.6,8
카시트추천,510,1670,2180,중간,0.6,8
에그와이파이,330,1850,2180,높음,0.9,10
앱솔루트산양2단계,80,2100,2180,중간,0.6,4
레트로키보드,760,1420,2180,중간,0.6,8
혼례비대출,670,1510,2180,높음,0.9,10
의정부자동차검사소,340,1840,2180,중간,0.6,5
전등교체,320,1860,2180,높음,0.9,10
2금융권,490,1680,2170,높음,0.9,10
원데이운전자보험,190,1980,2170,높음,0.9,10
구조조정,750,1420,2170,높음,0.9,10
임차권등기신청,590,1580,2170,높음,0.9,10
알루미늄시세,700,1470,2170,높음,0.9,10
니모텐트,440,1730,2170,중간,0.6,8
일용직소득신고,610,1560,2170,높음,0.9,10
코막힘약,280,1890,2170,높음,0.9,3
위대장내시경비용,330,1840,2170,높음,0.9,10
여성런닝화,410,1760,2170,높음,0.9,10
연체,500,1670,2170,높음,0.9,10
직업훈련,820,1340,2160,높음,0.9,10
주상복합아파트,420,1740,2160,높음,0.9,10
모기트랩,490,1670,2160,중간,0.6,8
연막기,520,1640,2160,높음,0.9,10
KT알뜰,780,1380,2160,높음,0.9,10
여름냉감이불세트,230,1930,2160,높음,0.9,7
사무실키보드,990,1170,2160,높음,0.9,8
LG게이밍모니터,790,1370,2160,중간,0.6,8
욕실거울장,530,1630,2160,중간,0.6,8
미세방충망가격,290,1870,2160,높음,0.9,10
룸미러후방카메라,460,1700,2160,높음,0.9,8
아파트후순위대출,470,1680,2150,높음,0.9,10
세무상담,640,1510,2150,높음,0.9,10
건강보험납부,1360,790,2150,높음,0.9,3
일러스트이미지,320,1830,2150,높음,0.9,10
자영업자대출,430,1720,2150,높음,0.9,10
윈세이제습기,300,1850,2150,중간,0.6,7
연말정산환급일,390,1760,2150,높음,0.9,7
동래치과,740,1410,2150,높음,0.9,10
현대해상보험청구,720,1430,2150,높음,0.9,7
전기밥솥10인용,800,1350,2150,중간,0.6,8
문고리교체,310,1840,2150,높음,0.9,10
부트텐트,1080,1060,2140,중간,0.6,6
무무스가드플러스액,350,1790,2140,중간,0.6,7
노트북할인,1310,830,2140,높음,0.9,10
야영장,470,1670,2140,높음,0.9,10
산업용송풍기,640,1500,2140,중간,0.6,8
LG전자홈페이지,560,1580,2140,높음,0.9,7
IH압력밥솥,270,1870,2140,중간,0.6,8
근로장려금조건,430,1700,2130,중간,0.6,3
소액임차보증금,820,1310,2130,높음,0.9,7
캠핑모기퇴치기,460,1670,2130,높음,0.9,8
여름냉감패드,320,1810,2130,높음,0.9,8
전기자전거배터리,410,1720,2130,중간,0.6,8
엘지TV,400,1730,2130,중간,0.6,8
GENERATOR,820,1310,2130,높음,0.9,10
싱크수전,800,1330,2130,중간,0.6,8
형광등교체,280,1850,2130,높음,0.9,10
빚갚기,200,1920,2120,높음,0.9,10
전세자금대출조건,390,1730,2120,높음,0.9,10
부동산양도세,660,1460,2120,높음,0.9,3
개인사업자지원금,550,1570,2120,높음,0.9,10
무보증원룸,310,1810,2120,높음,0.9,10
케이티요금제,550,1570,2120,높음,0.9,10
사포닌,390,1730,2120,높음,0.9,10
전자금융거래법,1220,900,2120,높음,0.9,10
인플란트치과,250,1870,2120,높음,0.9,10
부산이사업체,720,1400,2120,높음,0.9,10
위대장내시경,370,1750,2120,높음,0.9,10
외벽방수,480,1640,2120,높음,0.9,10
슈퍼싱글침구세트,270,1850,2120,높음,0.9,8
캠핑용무선선풍기,350,1770,2120,높음,0.9,8
골프스탠드백,430,1690,2120,중간,0.6,8
다이렉트화재보험,440,1680,2120,높음,0.9,10
벽걸이에어컨설치,460,1660,2120,높음,0.9,10
세면기수전,470,1650,2120,중간,0.6,8
상가담보대출,600,1510,2110,높음,0.9,10
LTV80%,470,1640,2110,높음,0.9,10
표적항암치료비,140,1970,2110,높음,0.9,10
모기채,540,1570,2110,중간,0.6,8
라섹비용,300,1810,2110,높음,0.9,10
보일러가격비교,280,1830,2110,높음,0.9,10
파주입주청소,730,1380,2110,높음,0.9,10
중고자동차시세표,460,1650,2110,높음,0.9,10
3금융대출,270,1830,2100,높음,0.9,10
실비보험청구방법,280,1820,2100,높음,0.9,10
증여세율표,450,1650,2100,높음,0.9,7
계약서양식,1080,1020,2100,높음,0.9,10
임대차분쟁조정위원회,890,1210,2100,낮음,0.3,2
온도센서,1100,1000,2100,높음,0.9,10
화장실미니제습기,380,1720,2100,높음,0.9,8
문구도매,580,1520,2100,높음,0.9,10
목어깨통증,370,1730,2100,높음,0.9,10
강서구입주청소,410,1690,2100,높음,0.9,10
여름등산화,370,1730,2100,중간,0.6,8
미즈노아이언세트,330,1770,2100,높음,0.9,8
잉글레시나유모차,220,1880,2100,중간,0.6,8
천안베이비페어,240,1860,2100,높음,0.9,3
안양자동차검사소,420,1680,2100,중간,0.6,7
카라음식물처리기,240,1860,2100,높음,0.9,9
화장실에어컨,380,1720,2100,높음,0.9,7
파산관재인,860,1230,2090,높음,0.9,10
주택담보대출조건,420,1670,2090,높음,0.9,10
퇴사후실업급여신청기간,330,1760,2090,높음,0.9,3
데이터베이스,720,1370,2090,높음,0.9,10
화장실날파리,240,1850,2090,높음,0.9,10
대상포진백신,410,1680,2090,높음,0.9,10
하이딜러,540,1550,2090,낮음,0.3,2
신생아가습기,380,1710,2090,중간,0.6,8
여성등산화,360,1730,2090,중간,0.6,8
아식스트레일러닝화,330,1760,2090,높음,0.9,8
WIFI,690,1400,2090,높음,0.9,10
보험회사,440,1650,2090,높음,0.9,10
테팔에어프라이어,220,1870,2090,중간,0.6,8
고용보험실업급여조건,440,1640,2080,높음,0.9,3
간병인보험료,380,1700,2080,높음,0.9,10
국비,630,1450,2080,높음,0.9,10
인터넷설치현금,410,1670,2080,높음,0.9,10
귀걸이이어폰,400,1680,2080,높음,0.9,8
허리디스크초기증상,360,1720,2080,높음,0.9,10
벤타가습기,330,1750,2080,높음,0.9,8
골프채브랜드,290,1790,2080,높음,0.9,10
초경량유모차,250,1830,2080,높음,0.9,10
비세이프카시트,220,1860,2080,높음,0.9,7
미마자리유모차,140,1940,2080,높음,0.9,3
국민연금수령,550,1530,2080,높음,0.9,3
전기압력밥솥6인용,210,1870,2080,높음,0.9,10
어머니생신선물,290,1790,2080,높음,0.9,10
결혼축하선물,330,1750,2080,높음,0.9,10
2IN1에어컨1등급,270,1810,2080,중간,0.6,8
암치료비보험,570,1500,2070,높음,0.9,10
치아보험면책기간,340,1730,2070,높음,0.9,10
삼성자산운용ETF,780,1290,2070,중간,0.6,1
전기모기향,400,1670,2070,높음,0.9,8
KT인터넷TV,670,1400,2070,높음,0.9,10
연차수당계산법,1030,1040,2070,높음,0.9,10
허리병원,170,1900,2070,높음,0.9,10
강남라식안과,80,1990,2070,높음,0.9,10
먼싱골프웨어,170,1900,2070,높음,0.9,10
룰루키친,380,1690,2070,중간,0.6,5
AOC모니터,790,1280,2070,중간,0.6,5
발주서,1550,520,2070,높음,0.9,10
전기밥솥3인용,240,1830,2070,중간,0.6,8
50대일자리,350,1710,2060,높음,0.9,10
코딩프로그램,640,1420,2060,높음,0.9,10
품질,920,1140,2060,높음,0.9,10
안심전세,860,1200,2060,높음,0.9,7
태양광관련주,380,1680,2060,높음,0.9,10
1인용의자,330,1730,2060,높음,0.9,8
보복운전처벌,260,1800,2060,높음,0.9,10
채용건강검진병원,350,1710,2060,높음,0.9,10
보관이사전문업체,480,1580,2060,높음,0.9,10
갑상선기능검사,480,1580,2060,높음,0.9,10
여름모달이불,250,1810,2060,높음,0.9,8
사무실선풍기,940,1120,2060,높음,0.9,8
스마트체중계,640,1420,2060,중간,0.6,8
고어텍스신발,490,1570,2060,높음,0.9,8
트위터자전거,510,1550,2060,중간,0.6,8
매매대출,650,1410,2060,높음,0.9,10
종합소득세환급금조회,620,1440,2060,높음,0.9,3
갈갈이싱크퓨어,180,1880,2060,높음,0.9,10
미니에어프라이어,320,1740,2060,높음,0.9,8
개인회생신용회복,440,1610,2050,높음,0.9,10
유사암,560,1490,2050,높음,0.9,10
자동차보험비교견적,1000,1050,2050,높음,0.9,10
치과신경치료비용,230,1820,2050,높음,0.9,7
인증,580,1470,2050,높음,0.9,10
분리수거장,730,1320,2050,높음,0.9,10
의정부입주청소,740,1310,2050,높음,0.9,10
나이키워킹화,320,1730,2050,높음,0.9,10
아기기저귀,330,1720,2050,높음,0.9,8
장내기능시험,130,1920,2050,높음,0.9,10
음식물짤순이,250,1800,2050,높음,0.9,10
커피머신브랜드,160,1890,2050,높음,0.9,10
블랙박스4채널,440,1610,2050,높음,0.9,8
무료세무상담,440,1600,2040,높음,0.9,10
취업성공패키지,640,1400,2040,높음,0.9,10
전세사기예방,480,1560,2040,높음,0.9,7
부동산실거래,1350,690,2040,높음,0.9,10
리딩방,520,1520,2040,중간,0.6,6
OBD,540,1500,2040,높음,0.9,8
허리디스크의자,540,1500,2040,높음,0.9,8
일용직세금,690,1350,2040,높음,0.9,10
척추협착증증상,280,1760,2040,높음,0.9,10
척추유합술,430,1610,2040,높음,0.9,10
통풍매트,350,1690,2040,중간,0.6,8
선풍기BLDC,300,1740,2040,중간,0.6,7
아기바람선풍기,220,1820,2040,높음,0.9,7
골프그립종류,280,1760,2040,높음,0.9,10
방수비데,920,1120,2040,중간,0.6,8
잭커리,750,1280,2030,중간,0.6,8
목디스크초기증상,350,1680,2030,높음,0.9,10
프리베나,790,1240,2030,중간,0.6,1
CISCO,930,1100,2030,높음,0.9,10
주택역모기지론,260,1770,2030,높음,0.9,3
토지사용승낙서,1320,710,2030,높음,0.9,10
개인사업자부가세환급,580,1450,2030,높음,0.9,3
아이리버블랙박스,410,1620,2030,높음,0.9,9
100만원대출,330,1690,2020,높음,0.9,10
운전자보험보장내용,340,1680,2020,높음,0.9,10
양도소득세계산,780,1240,2020,높음,0.9,3
사업소득,1090,930,2020,높음,0.9,9
지역신용보증재단,1010,1010,2020,높음,0.9,10
캠핑이불,310,1710,2020,중간,0.6,8
불멍화로대,360,1660,2020,높음,0.9,10
금융소비자보호법,1360,660,2020,중간,0.6,8
간병인협회,490,1530,2020,높음,0.9,10
보험금청구서류,230,1790,2020,높음,0.9,10
이사짐보관비용,300,1720,2020,높음,0.9,10
남양주입주청소,710,1310,2020,높음,0.9,10
남자등산화,530,1490,2020,높음,0.9,8
현관방충문,370,1650,2020,중간,0.6,8
자동차블랙박스,490,1530,2020,중간,0.6,8
반사필름,490,1530,2020,높음,0.9,10
비갱신암보험,350,1660,2010,높음,0.9,10
금융투자,730,1280,2010,높음,0.9,10
혹파리,290,1720,2010,높음,0.9,10
에그무제한,390,1620,2010,높음,0.9,10
초등학생의자,360,1650,2010,높음,0.9,8
회의실의자,1090,920,2010,높음,0.9,8
6인용텐트,260,1750,2010,중간,0.6,8
랑스알리,460,1550,2010,중간,0.6,3
산양우유,240,1770,2010,높음,0.9,8
악스키드카시트,160,1850,2010,높음,0.9,3
어린이스마트워치,260,1750,2010,높음,0.9,10
도어록,660,1350,2010,중간,0.6,8
사채업자,300,1700,2000,높음,0.9,10
개인돈,230,1770,2000,높음,0.9,10
오피스텔대출,660,1340,2000,높음,0.9,10
증여계약서양식,1060,940,2000,높음,0.9,10
재택근무알바,530,1470,2000,높음,0.9,10
보험면책기간,300,1700,2000,높음,0.9,7
노동조합및노동관계조정법,1650,350,2000,높음,0.9,10
자동차정기검사소,330,1670,2000,높음,0.9,10
런닝이어폰,450,1550,2000,중간,0.6,8
음주운전면허취소기간,370,1630,2000,높음,0.9,10
허리신경성형술,250,1750,2000,높음,0.9,10
턱관절치과,250,1750,2000,높음,0.9,10
냉방선풍기,280,1720,2000,높음,0.9,7
무선선풍기추천,470,1530,2000,높음,0.9,7
보만선풍기,210,1790,2000,높음,0.9,8
안전벨트인형,200,1800,2000,높음,0.9,8
브라이텍스어드밴스픽스,200,1800,2000,중간,0.6,7
동구전자커피머신,470,1530,2000,높음,0.9,10
개인회생면책신청,390,1600,1990,중간,0.6,3
어금니임플란트비용,250,1740,1990,높음,0.9,10
벤처인증,1480,510,1990,높음,0.9,10
AI주식투자,290,1700,1990,높음,0.9,10
서수원자동차검사소,360,1630,1990,중간,0.6,6
로봇물걸레청소기,240,1750,1990,중간,0.6,8
코웨이공기청정기필터,250,1740,1990,높음,0.9,10
지급명세서,1270,720,1990,높음,0.9,10
목디스크수술,360,1630,1990,높음,0.9,10
거꾸로,250,1740,1990,중간,0.6,5
중고차시세비교,400,1590,1990,높음,0.9,10
낮은선풍기,350,1640,1990,높음,0.9,7
남성런닝화,430,1560,1990,높음,0.9,10
편한운동화,870,1120,1990,높음,0.9,10
HPE,930,1060,1990,높음,0.9,10
27인치QHD모니터,880,1110,1990,중간,0.6,7
무선마우스추천,1030,960,1990,중간,0.6,8
레노버탭,380,1610,1990,중간,0.6,8
휴렉미생물,110,1880,1990,높음,0.9,8
휴대용커피머신,220,1770,1990,높음,0.9,8
디지털키,340,1650,1990,높음,0.9,8
개인파산면책,400,1580,1980,높음,0.9,10
저신용자소액대출,230,1750,1980,높음,0.9,10
치과보험추천,190,1790,1980,높음,0.9,10
도수치료비용,470,1510,1980,높음,0.9,10
1억증여세,310,1670,1980,높음,0.9,7
고용유지지원금,1270,710,1980,높음,0.9,3
소상공인진흥공단정책자금,820,1160,1980,중간,0.6,3
전고체배터리관련주,410,1570,1980,높음,0.9,9
세무기장,930,1050,1980,높음,0.9,10
교통사고후유증,440,1540,1980,높음,0.9,10
포항보일러,80,1900,1980,높음,0.9,10
60도웨지,360,1620,1980,중간,0.6,8
인터넷요금,490,1490,1980,높음,0.9,10
기기변경,380,1600,1980,높음,0.9,10
미세먼지방충망,330,1650,1980,높음,0.9,10
블랙박스뷰어,1050,930,1980,높음,0.9,7
어디로든그린카드,540,1430,1970,낮음,0.3,2
혜택좋은신용카드,460,1510,1970,높음,0.9,10
하지정맥류보험,200,1770,1970,높음,0.9,10
근로소득세계산,1530,440,1970,높음,0.9,1
달러투자방법,360,1610,1970,높음,0.9,10
코덱스ETF,590,1380,1970,중간,0.6,1
갤럭시북3,530,1440,1970,높음,0.9,10
게이밍의자추천,680,1290,1970,높음,0.9,10
메리츠화재여행자보험,630,1340,1970,높음,0.9,10
이사짐,550,1420,1970,높음,0.9,10
아파트외벽누수,290,1680,1970,높음,0.9,10
U+TV,580,1390,1970,높음,0.9,9
밤기저귀,140,1830,1970,높음,0.9,8
43인치모니터,970,1000,1970,중간,0.6,8
국민연금정산,1620,350,1970,높음,0.9,3
50대아빠생일선물,270,1700,1970,높음,0.9,10
한라홀딩스,420,1550,1970,높음,0.9,3
파산신청자격,280,1680,1960,높음,0.9,10
개인대출,350,1610,1960,높음,0.9,10
충격파치료,310,1650,1960,높음,0.9,10
가구제작,660,1300,1960,높음,0.9,7
금리높은적금,430,1530,1960,높음,0.9,10
디지털드로잉,580,1380,1960,높음,0.9,10
소상공인지원사업,910,1050,1960,높음,0.9,10
층간소음매트시공,370,1590,1960,높음,0.9,10
우유박스,530,1430,1960,중간,0.6,8
극세사담요,350,1610,1960,중간,0.6,8
초경량휴대용유모차,210,1750,1960,높음,0.9,9
엘이디전등,230,1730,1960,높음,0.9,8
화장실LED등교체,170,1790,1960,높음,0.9,8
현관자석방충망,290,1670,1960,중간,0.6,7
벤츠블랙박스,290,1670,1960,높음,0.9,10
세액공제,650,1300,1950,높음,0.9,10
4대보험상실신고,1320,630,1950,중간,0.6,3
청년지원사업,900,1050,1950,높음,0.9,3
국민내일배움,930,1020,1950,높음,0.9,10
전산응용기계제도기능사,980,970,1950,높음,0.9,10
자영업자지원금,290,1660,1950,높음,0.9,7
