keyword,volume,comp,competition,ad_depth,tier,blog,score
여름이불,65200,중간,0.6,8,2,T2,154.1
카드지갑,64670,중간,0.6,8,2,T1,153.9
냉감이불,63700,중간,0.6,8,2,T1,153.7
인버터에어컨,62790,중간,0.6,8,2,T1,153.5
13인치노트북,1580,중간,0.6,8,3,T2,153.5
건조기9KG,1580,중간,0.6,8,3,T2,153.5
강아지유모차추천,1560,중간,0.6,8,3,T2,153.3
트래블로버여행자보험,1550,중간,0.6,5,3,T1,153.1
진주자동차검사소,1550,중간,0.6,5,3,T1,153.1
페달블랙박스,1550,중간,0.6,8,3,T2,153.1
아이로드블랙박스,1550,중간,0.6,8,3,T2,153.1
책상의자추천,1540,중간,0.6,8,3,T2,153.0
22인치모니터,1540,중간,0.6,8,3,T2,153.0
가정용커피머신추천,1540,중간,0.6,8,3,T2,153.0
원룸건조기,1530,중간,0.6,8,3,T2,152.9
사이드블랙박스,1530,중간,0.6,8,3,T2,152.9
안전화,59000,중간,0.6,8,2,T1,152.7
실업급여신청하는곳,1520,중간,0.6,1,3,T1,152.7
국민취업지원,1510,중간,0.6,3,3,T1,152.6
휴대용유모차추천,1510,중간,0.6,8,3,T2,152.6
머렐등산화,1490,중간,0.6,8,3,T2,152.3
날개없는선풍기,56890,중간,0.6,8,2,T2,152.2
블루투스이어폰,56400,중간,0.6,8,2,T1,152.0
VOO,56100,중간,0.6,2,2,T1,152.0
소형공기청정기,1470,중간,0.6,8,3,T2,152.0
유선청소기추천,1470,중간,0.6,8,3,T2,152.0
가성비모니터,1460,중간,0.6,8,3,T2,151.9
실외기없는에어컨,54290,중간,0.6,8,2,T1,151.5
내일배움카드발급,1420,중간,0.6,8,3,T1,151.3
콜롬비아등산화,1420,중간,0.6,7,3,T2,151.3
분유종류,1410,중간,0.6,7,3,T2,151.2
지방세납부,52200,중간,0.6,1,2,T1,151.0
세탁기건조기렌탈,1400,중간,0.6,8,3,T2,151.0
모기퇴치기,51780,중간,0.6,8,2,T1,150.9
개모차추천,1380,중간,0.6,8,3,T2,150.7
남성등산화,1370,중간,0.6,8,3,T2,150.6
어린이카시트,1370,중간,0.6,8,3,T2,150.6
UDEA모니터,1370,중간,0.6,7,3,T2,150.6
SGI서울보증,50200,중간,0.6,4,2,T1,150.4
마이너스통장조건,1360,중간,0.6,6,3,T1,150.4
오산자동차검사소,1360,중간,0.6,7,3,T1,150.4
탁상용선풍기,49900,중간,0.6,8,2,T2,150.3
2채널블랙박스,1350,중간,0.6,8,3,T2,150.3
행복주택,49400,중간,0.6,6,2,T1,150.2
통돌이세탁기,49010,중간,0.6,8,2,T1,150.1
TQQQ,48400,중간,0.6,7,2,T1,149.9
TV모니터,1330,중간,0.6,8,3,T2,149.9
무선모니터,1320,중간,0.6,8,3,T2,149.8
인강용태블릿,1310,중간,0.6,8,3,T2,149.6
유팡,46830,중간,0.6,8,2,T1,149.5
유아책상의자,1300,중간,0.6,8,3,T2,149.5
싱크대수전,46740,중간,0.6,8,2,T1,149.4
원터치텐트,46730,중간,0.6,8,2,T1,149.4
음식물처리기냄새,1290,중간,0.6,6,3,T2,149.3
모기기피제,45800,중간,0.6,8,2,T1,149.1
강아지사료,45340,중간,0.6,8,2,T1,149.0
가정용커피머신기,1270,중간,0.6,8,3,T2,149.0
어린이책상의자,1260,중간,0.6,8,3,T2,148.8
압력밥솥,44330,중간,0.6,8,2,T1,148.7
기내반입유모차,1250,중간,0.6,8,3,T2,148.7
한글무료설치,43650,중간,0.6,5,2,T1,148.5
근로장려금신청조회,1240,중간,0.6,2,3,T1,148.5
성동자동차검사소,1240,중간,0.6,6,3,T1,148.5
남양주자동차검사소,1240,중간,0.6,6,3,T1,148.5
한일선풍기,43130,중간,0.6,8,2,T2,148.3
곱버스,43100,중간,0.6,1,2,T1,148.3
건조기10KG,1230,중간,0.6,8,3,T2,148.3
MTB전기자전거,1230,중간,0.6,8,3,T2,148.3
가성비로봇청소기,1220,중간,0.6,8,3,T2,148.1
내비게이션추천,1220,중간,0.6,8,3,T2,148.1
식기세척기14인용,1210,중간,0.6,8,3,T2,148.0
아이나비블랙박스메모리카드,1210,중간,0.6,5,3,T2,148.0
전기자전거키트,1200,중간,0.6,8,3,T2,147.8
경량등산화,1190,중간,0.6,8,3,T2,147.6
김현준,40570,중간,0.6,1,2,T1,147.5
WINDY,40200,중간,0.6,4,2,T1,147.3
트립트랩,40080,중간,0.6,8,2,T1,147.3
가정용원두커피머신,1170,중간,0.6,8,3,T2,147.3
무료신용조회,1160,중간,0.6,8,3,T1,147.1
이불,39100,중간,0.6,8,2,T2,146.9
2IN1에어컨,39070,중간,0.6,8,2,T1,146.9
자이크자전거,1150,중간,0.6,4,3,T2,146.9
벽걸이선풍기,38540,중간,0.6,8,2,T2,146.7
32인치QHD모니터,1140,중간,0.6,8,3,T2,146.7
오르빗유모차,1130,중간,0.6,6,3,T2,146.5
미니건조기5KG,1100,중간,0.6,8,3,T2,146.0
LG듀얼업모니터,1100,중간,0.6,5,3,T2,146.0
고양이사료,36370,중간,0.6,8,2,T1,145.9
에어텐트,36080,중간,0.6,8,2,T1,145.8
방문손잡이,35800,중간,0.6,8,2,T1,145.7
분유통,1080,중간,0.6,8,3,T2,145.6
CCTV모니터,1080,중간,0.6,8,3,T2,145.6
삼성모니터24인치,1080,중간,0.6,8,3,T2,145.6
쿨매트,35160,중간,0.6,8,2,T1,145.5
에어매트,35030,중간,0.6,8,2,T1,145.4
맥시코시바구니카시트,1070,중간,0.6,5,3,T2,145.4
업무용태블릿,1070,중간,0.6,8,3,T2,145.4
사무용모니터,1070,중간,0.6,8,3,T2,145.4
양주자동차검사소,1060,중간,0.6,5,3,T1,145.2
만도블랙박스뷰어,1060,중간,0.6,6,3,T2,145.2
트래킹화추천,1050,중간,0.6,8,3,T2,145.0
LED전등,33390,중간,0.6,8,2,T1,144.8
현관문도어락,33280,중간,0.6,8,2,T1,144.7
미니선풍기,33020,중간,0.6,8,2,T2,144.6
밥솥,32990,중간,0.6,8,2,T2,144.6
MTV자전거,1020,중간,0.6,6,3,T2,144.4
세면대수전,32300,중간,0.6,8,2,T1,144.3
만도,32300,중간,0.6,7,2,T1,144.3
환풍기,32030,중간,0.6,8,2,T1,144.2
백일해,31850,중간,0.6,3,2,T1,144.1
날파리퇴치,31730,중간,0.6,8,2,T1,144.0
주니어카시트추천,1000,중간,0.6,8,3,T2,144.0
트라이크,31240,중간,0.6,8,2,T1,143.8
물걸레청소기,31170,중간,0.6,8,2,T1,143.8
세면대,31130,중간,0.6,8,2,T1,143.8
근로기준법,30620,중간,0.6,3,2,T1,143.6
안드로이드오토,30250,중간,0.6,8,2,T1,143.4
미니제습기,30070,중간,0.6,8,2,T2,143.3
가습기,30050,중간,0.6,8,2,T2,143.3
와이파이공유기,29890,중간,0.6,8,2,T2,143.2
기계식키보드,29500,중간,0.6,8,2,T2,143.0
BLDC선풍기,29420,중간,0.6,8,2,T2,143.0
미니세탁기,28840,중간,0.6,8,2,T1,142.7
모기장,28790,중간,0.6,7,2,T1,142.7
듀라론냉감패드,28090,중간,0.6,8,2,T1,142.4
음식물분쇄기,27590,중간,0.6,8,2,T1,142.1
음식물쓰레기통,27540,중간,0.6,8,2,T1,142.1
위니아에어컨,27510,중간,0.6,8,2,T1,142.1
캠핑테이블,27400,중간,0.6,8,2,T1,142.0
돗자리,27230,중간,0.6,8,2,T1,141.9
유팡젖병소독기,26760,중간,0.6,7,2,T1,141.7
에어프라이기,26730,중간,0.6,8,2,T1,141.7
미니에어컨,26710,중간,0.6,8,2,T1,141.7
사무용의자,26500,중간,0.6,8,2,T1,141.5
중소기업현황시스템,26200,중간,0.6,7,2,T1,141.4
알뜰폰허브,25690,중간,0.6,1,2,T1,141.1
초파리,25680,중간,0.6,8,2,T1,141.1
캠핑,25530,중간,0.6,8,2,T2,141.0
커피원두,24900,중간,0.6,8,2,T1,140.7
데스크탑,24500,중간,0.6,8,2,T1,140.5
포그내아기띠,24430,중간,0.6,8,2,T1,140.4
고압세척기,24410,중간,0.6,8,2,T1,140.4
저축은행,24310,중간,0.6,5,2,T1,140.3
암막블라인드,24220,중간,0.6,8,2,T1,140.3
위닉스뽀송,23740,중간,0.6,8,2,T1,140.0
유당불내증,23510,중간,0.6,8,2,T1,139.9
어메이즈핏,23410,중간,0.6,6,2,T1,139.8
골프화,23400,중간,0.6,8,2,T1,139.8
거실장,23150,중간,0.6,8,2,T1,139.7
모기향,23070,중간,0.6,8,2,T1,139.6
모비스,23000,중간,0.6,7,2,T1,139.6
신발장,22530,중간,0.6,8,2,T1,139.3
모바일운전면허증,22470,중간,0.6,1,2,T1,139.3
무선키보드,22200,중간,0.6,8,2,T2,139.1
현관방충망,22070,중간,0.6,8,2,T1,139.0
전기밥솥,22010,중간,0.6,8,2,T2,139.0
금현물,21720,중간,0.6,6,2,T1,138.8
포충기,21160,중간,0.6,8,2,T1,138.4
위니아제습기,21160,중간,0.6,8,2,T2,138.4
샤오미선풍기,21000,중간,0.6,8,2,T2,138.3
리안드림콧,20990,중간,0.6,6,2,T1,138.3
샤워기필터,20990,중간,0.6,8,2,T1,138.3
LED전등교체,20950,중간,0.6,8,2,T1,138.3
차량용선풍기,20650,중간,0.6,8,2,T2,138.1
찜기,20640,중간,0.6,8,2,T1,138.1
공유기,20570,중간,0.6,8,2,T2,138.0
도어클로저,20440,중간,0.6,8,2,T1,137.9
차량용냉장고,20230,중간,0.6,8,2,T1,137.8
사무실의자,20090,중간,0.6,8,2,T1,137.7
부가부드래곤플라이,20010,중간,0.6,6,2,T1,137.6
변기,19970,중간,0.6,8,2,T1,137.6
RESUME,19860,중간,0.6,1,2,T1,137.5
자동차정기검사,19860,중간,0.6,3,2,T1,137.5
날파리트랩,19690,중간,0.6,8,2,T1,137.4
IPTIME공유기,19320,중간,0.6,8,2,T2,137.2
압력솥,19280,중간,0.6,8,2,T1,137.1
게이밍컴퓨터,19130,중간,0.6,8,2,T1,137.0
헤드폰,18750,중간,0.6,8,2,T1,136.7
트레킹화,18690,중간,0.6,8,2,T1,136.7
자충매트,18600,중간,0.6,8,2,T1,136.6
샤워기,18520,중간,0.6,8,2,T1,136.6
온습도계,18260,중간,0.6,8,2,T1,136.4
JB우리캐피탈,18210,중간,0.6,3,2,T1,136.3
산업용제습기,18200,중간,0.6,8,2,T2,136.3
테블릿PC,18160,중간,0.6,8,2,T1,136.3
테슬라카페,17890,중간,0.6,3,2,T1,136.1
블루투스키보드,17840,중간,0.6,8,2,T2,136.0
거실매트,17810,중간,0.6,8,2,T1,136.0
선풍기추천,17800,중간,0.6,8,2,T2,136.0
공업용선풍기,17780,중간,0.6,8,2,T2,136.0
일렉기타,17590,중간,0.6,8,2,T1,135.8
감사패,17330,중간,0.6,8,2,T1,135.6
드라이버,17070,중간,0.6,8,2,T1,135.4
UTP케이블,17030,중간,0.6,8,2,T1,135.4
디지털도어락,16960,중간,0.6,8,2,T1,135.3
전기차충전기,16920,중간,0.6,8,2,T1,135.3
제습기추천,16900,중간,0.6,8,2,T2,135.3
알레르망냉감패드,16880,중간,0.6,8,2,T1,135.3
CMA통장,16870,중간,0.6,4,2,T1,135.3
런닝,16870,중간,0.6,8,2,T1,135.3
문고리,16520,중간,0.6,8,2,T1,135.0
바닥매트,16270,중간,0.6,8,2,T1,134.8
욕실수납장,16230,중간,0.6,8,2,T1,134.7
캠핑선풍기,16150,중간,0.6,8,2,T2,134.7
주방수전,15980,중간,0.6,8,2,T1,134.5
무소음키보드,15950,중간,0.6,8,2,T2,134.5
전기모기채,15890,중간,0.6,8,2,T1,134.4
에어프라이어추천,15790,중간,0.6,8,2,T2,134.3
LGTV,15570,중간,0.6,8,2,T1,134.2
골프모자,15480,중간,0.6,8,2,T1,134.1
쯔쯔가무시,15210,중간,0.6,2,2,T1,133.8
아파트취득세,14850,중간,0.6,6,2,T1,133.5
게이밍키보드,14680,중간,0.6,8,2,T2,133.3
헤겐젖병,14640,중간,0.6,6,2,T1,133.3
조이아이스핀360,14590,중간,0.6,8,2,T1,133.2
벌레퇴치기,14570,중간,0.6,8,2,T1,133.2
무더위,14510,중간,0.6,1,2,T1,133.2
블루투스헤드셋,14500,중간,0.6,8,2,T1,133.2
양변기,14400,중간,0.6,8,2,T1,133.1
체외충격파,14380,중간,0.6,8,2,T1,133.0
저소음키보드,14370,중간,0.6,8,2,T2,133.0
컴퓨터본체,14370,중간,0.6,8,2,T1,133.0
송풍기,14300,중간,0.6,8,2,T1,133.0
습식청소기,14250,중간,0.6,8,2,T1,132.9
스텐드에어컨,14200,중간,0.6,8,2,T1,132.9
멀티쿠커,14130,중간,0.6,8,2,T1,132.8
엘지에어컨2IN1,13990,중간,0.6,8,2,T1,132.7
원두커피,13750,중간,0.6,8,2,T1,132.4
주방후드교체,13710,중간,0.6,8,2,T1,132.4
유심,13690,중간,0.6,8,2,T1,132.4
중고냉장고,13620,중간,0.6,8,2,T1,132.3
고어텍스운동화,13590,중간,0.6,8,2,T1,132.3
랜선,13570,중간,0.6,8,2,T1,132.2
스마트폰,13490,중간,0.6,8,2,T1,132.2
직방도어락,13470,중간,0.6,8,2,T1,132.1
꿀알바,13450,중간,0.6,8,2,T1,132.1
캠핑매트,13430,중간,0.6,8,2,T1,132.1
캐피탈,13370,중간,0.6,8,2,T1,132.0
거실등,13290,중간,0.6,8,2,T1,132.0
캠핑용선풍기,13130,중간,0.6,8,2,T2,131.8
가민포러너,12970,중간,0.6,8,2,T1,131.6
일루마,12870,중간,0.6,7,2,T1,131.5
슬라이딩도어,12870,중간,0.6,8,2,T1,131.5
전지가위,12850,중간,0.6,8,2,T1,131.5
인터폰,12720,중간,0.6,8,2,T1,131.3
제적등본,12710,중간,0.6,4,2,T1,131.3
SPY,12660,중간,0.6,4,2,T1,131.3
수유의자,12550,중간,0.6,8,2,T1,131.2
전기온수기,12510,중간,0.6,8,2,T1,131.1
고용산재,12500,중간,0.6,3,2,T1,131.1
인버터제습기,12490,중간,0.6,8,2,T2,131.1
부가세카드납부,12480,중간,0.6,3,2,T1,131.1
냉감베개커버,12450,중간,0.6,8,2,T1,131.0
접이식선풍기,12360,중간,0.6,8,2,T2,130.9
업소용청소기,12120,중간,0.6,8,2,T1,130.7
신일BLDC선풍기,12080,중간,0.6,8,2,T2,130.6
금값전망,12030,중간,0.6,7,2,T1,130.6
비야디,11980,중간,0.6,5,2,T1,130.5
업소용선풍기,11940,중간,0.6,8,2,T2,130.5
해외여행준비물리스트,11870,중간,0.6,5,2,T1,130.4
식세기,11830,중간,0.6,8,2,T1,130.3
서울대의자,11830,중간,0.6,8,2,T1,130.3
산업용선풍기,11830,중간,0.6,8,2,T2,130.3
말라리아,11790,중간,0.6,2,2,T1,130.3
건축법,11590,중간,0.6,3,2,T1,130.1
키보드추천,11560,중간,0.6,8,2,T2,130.0
전기파리채,11520,중간,0.6,8,2,T1,130.0
블루투스,11330,중간,0.6,8,2,T1,129.7
싸이벡스제로나T,11330,중간,0.6,6,2,T1,129.7
방수기저귀,11280,중간,0.6,8,2,T2,129.7
진드기퇴치제,11170,중간,0.6,8,2,T1,129.5
소형에어컨,11050,중간,0.6,8,2,T1,129.4
도로교통법,11000,중간,0.6,3,2,T1,129.3
제습기10리터,10950,중간,0.6,8,2,T2,129.3
담요,10930,중간,0.6,8,2,T1,129.2
개모차,10800,중간,0.6,8,2,T1,129.1
무선키보드마우스,10700,중간,0.6,8,2,T2,128.9
투인원에어컨,10690,중간,0.6,8,2,T1,128.9
애플매장,10680,중간,0.6,5,2,T1,128.9
경량안전화,10650,중간,0.6,8,2,T1,128.9
세면대수전교체,10540,중간,0.6,8,2,T1,128.7
작은방에어컨,10530,중간,0.6,8,2,T1,128.7
주택임대차신고,10520,중간,0.6,6,2,T1,128.7
오카리나,10440,중간,0.6,8,2,T1,128.6
후방카메라,10410,중간,0.6,8,2,T1,128.6
자물쇠,10350,중간,0.6,8,2,T1,128.5
랜케이블,10270,중간,0.6,8,2,T1,128.4
여름이불세트,10260,중간,0.6,8,2,T2,128.4
씽크대수전,10190,중간,0.6,8,2,T1,128.3
쿨링시트,10180,중간,0.6,8,2,T1,128.2
종합부동산세,10160,중간,0.6,3,2,T1,128.2
모기약,10160,중간,0.6,8,2,T1,128.2
샤워기수전,10120,중간,0.6,8,2,T1,128.2
차박텐트,10070,중간,0.6,8,2,T1,128.1
써벨로S5,10050,중간,0.6,7,2,T1,128.1
LED거실등,9980,중간,0.6,8,2,T1,128.0
수원베이비페어,9900,중간,0.6,5,2,T1,127.9
다운라이트,9850,중간,0.6,8,2,T1,127.8
현관CCTV,9740,중간,0.6,8,2,T1,127.6
듀오백의자,9710,중간,0.6,8,2,T1,127.6
네비,9650,중간,0.6,8,2,T1,127.5
건설산업기본법,9620,중간,0.6,3,2,T1,127.5
전자칠판,9500,중간,0.6,8,2,T1,127.3
식탁의자커버,9480,중간,0.6,8,2,T1,127.3
국민취업제도,9410,중간,0.6,3,2,T1,127.2
모기퇴치,9310,중간,0.6,8,2,T1,127.0
천장선풍기,9250,중간,0.6,8,2,T2,126.9
무중력의자,9240,중간,0.6,8,2,T1,126.9
인견이불,9220,중간,0.6,8,2,T1,126.9
지문인식도어락,9170,중간,0.6,8,2,T1,126.8
조약돌키보드,9160,중간,0.6,5,2,T2,126.8
무선써큘레이터,9090,중간,0.6,8,2,T1,126.7
LED주방등,9080,중간,0.6,8,2,T1,126.7
냉수매트,9070,중간,0.6,8,2,T1,126.6
눈꽃빙수기계,9040,중간,0.6,8,2,T1,126.6
브라이텍스듀얼픽스,9000,중간,0.6,6,2,T1,126.5
아사이불,8960,중간,0.6,8,2,T1,126.5
살충제,8940,중간,0.6,8,2,T1,126.4
소형세탁기,8930,중간,0.6,8,2,T1,126.4
PC,8890,중간,0.6,8,2,T1,126.4
풍기인견이불,8830,중간,0.6,8,2,T1,126.3
공기청정제습기,8770,중간,0.6,8,2,T2,126.2
무풍에어컨,8750,중간,0.6,8,2,T1,126.1
시어서커이불,8720,중간,0.6,8,2,T1,126.1
그린링크,8640,중간,0.6,5,2,T1,126.0
워치스트랩,8620,중간,0.6,8,2,T1,125.9
샤워기세트,8560,중간,0.6,8,2,T1,125.8
원룸제습기,8530,중간,0.6,8,2,T2,125.8
무선키보드마우스세트,8500,중간,0.6,8,2,T2,125.7
양념통,8490,중간,0.6,8,2,T1,125.7
신용정보원,8450,중간,0.6,3,2,T1,125.7
안전벨트커버,8450,중간,0.6,8,2,T1,125.7
대용량제습기,8430,중간,0.6,8,2,T2,125.6
가정용모기퇴치기,8400,중간,0.6,8,2,T1,125.6
저소음선풍기,8380,중간,0.6,8,2,T2,125.5
전기압력밥솥,8370,중간,0.6,8,2,T1,125.5
창문에어컨,8360,중간,0.6,8,2,T1,125.5
다이치원픽스360,8350,중간,0.6,7,2,T1,125.5
백패킹텐트,8310,중간,0.6,8,2,T1,125.4
세탁기10KG,8260,중간,0.6,8,2,T1,125.3
광주베이비페어,8230,중간,0.6,5,2,T1,125.3
퍼즐매트,8210,중간,0.6,8,2,T1,125.3
에어컨2IN1,8210,중간,0.6,8,2,T1,125.3
소형선풍기,8170,중간,0.6,8,2,T2,125.2
조기재취업수당,8160,중간,0.6,2,2,T1,125.2
자동차시트커버,8150,중간,0.6,8,2,T1,125.2
싸이벡스레모,8120,중간,0.6,7,2,T1,125.1
아이폰이어폰,8110,중간,0.6,8,2,T1,125.1
천기저귀,8030,중간,0.6,8,2,T2,125.0
사무실책상,8000,중간,0.6,8,2,T1,124.9
매크로키보드,8000,중간,0.6,8,2,T2,124.9
연막소독기,7990,중간,0.6,8,2,T1,124.9
면직,7970,중간,0.6,2,2,T1,124.8
가정용제습기추천,7960,중간,0.6,8,2,T2,124.8
시건장치,7950,중간,0.6,8,2,T1,124.8
홍삼스틱,7920,중간,0.6,8,2,T1,124.8
가정용포충기,7910,중간,0.6,8,2,T1,124.7
공부의자,7880,중간,0.6,8,2,T1,124.7
드라이빙아이언,7780,중간,0.6,8,2,T1,124.5
통신판매업신고,7760,중간,0.6,6,2,T1,124.5
공제회,7700,중간,0.6,2,2,T1,124.4
인산철배터리,7680,중간,0.6,8,2,T1,124.3
5인미만사업장,7660,중간,0.6,2,2,T1,124.3
LG티비,7650,중간,0.6,8,2,T1,124.3
키즈워치폰,7640,중간,0.6,8,2,T1,124.3
트래킹화,7610,중간,0.6,8,2,T1,124.2
부가세계산,7550,중간,0.6,1,2,T1,124.1
블루투스마우스,7540,중간,0.6,8,2,T1,124.1
브라이텍스듀얼픽스프로,7520,중간,0.6,6,2,T1,124.0
32인치,7510,중간,0.6,8,2,T1,124.0
이파람에어컨,7480,중간,0.6,8,2,T1,124.0
컴프레셔,7440,중간,0.6,8,2,T1,123.9
앰프,7430,중간,0.6,8,2,T1,123.9
알루미늄블라인드,7400,중간,0.6,8,2,T1,123.8
천연가스선물,7390,중간,0.6,4,2,T1,123.8
남자스니커즈,7330,중간,0.6,8,2,T1,123.7
음식물쓰레기처리기,7320,중간,0.6,8,2,T1,123.7
모달이불,7290,중간,0.6,8,2,T1,123.6
영통베이비하우스,7280,중간,0.6,3,2,T1,123.6
순례주택,7250,중간,0.6,5,2,T1,123.5
소형제습기,7240,중간,0.6,8,2,T2,123.5
전자모기향,7190,중간,0.6,8,2,T1,123.4
디월트송풍기,7180,중간,0.6,8,2,T1,123.4
이불세트,7150,중간,0.6,8,2,T1,123.3
욕실거울,7130,중간,0.6,8,2,T1,123.3
부가세납부,7040,중간,0.6,3,2,T1,123.1
자취,6990,중간,0.6,8,2,T1,123.0
대성셀틱보일러,6960,중간,0.6,8,2,T1,123.0
부가부비6,6890,중간,0.6,8,2,T1,122.8
TAPO,6800,중간,0.6,7,2,T1,122.6
롤방충망,6790,중간,0.6,8,2,T1,122.6
어뉴골프백,6720,중간,0.6,8,2,T1,122.5
밀레도어락,6700,중간,0.6,8,2,T1,122.4
쿨링패드,6640,중간,0.6,8,2,T1,122.3
무선송풍기,6620,중간,0.6,8,2,T1,122.3
방범창,6620,중간,0.6,8,2,T1,122.3
습도계,6580,중간,0.6,8,2,T1,122.2
부가세계산법,6570,중간,0.6,8,2,T1,122.2
상호저축은행,6550,중간,0.6,6,2,T1,122.1
커피캡슐,6530,중간,0.6,8,2,T1,122.1
전문직종류,6520,중간,0.6,4,2,T1,122.1
파지,6520,중간,0.6,8,2,T1,122.1
C형간염,6470,중간,0.6,4,2,T1,121.9
전기장판,6460,중간,0.6,8,2,T2,121.9
창문블라인드,6430,중간,0.6,8,2,T1,121.9
삼성인버터제습기,6390,중간,0.6,8,2,T2,121.8
홍삼진액,6380,중간,0.6,8,2,T1,121.8
브리즈문,6370,중간,0.6,6,2,T1,121.7
소니이어폰,6350,중간,0.6,8,2,T1,121.7
캠핑자충매트,6340,중간,0.6,8,2,T1,121.7
쿨러,6340,중간,0.6,8,2,T1,121.7
페넬로페기저귀,6310,중간,0.6,7,2,T2,121.6
일루마1단계,6280,중간,0.6,6,2,T1,121.5
가족간차용증양식,6250,중간,0.6,7,2,T1,121.5
가정용선풍기,6250,중간,0.6,8,2,T2,121.5
커널형이어폰,6240,중간,0.6,8,2,T1,121.4
파세코선풍기,6240,중간,0.6,8,2,T2,121.4
신생아기저귀,6200,중간,0.6,8,2,T2,121.4
미니오븐,6200,중간,0.6,8,2,T1,121.4
임금피크제,6160,중간,0.6,3,2,T1,121.3
팥빙수기계,6130,중간,0.6,8,2,T1,121.2
수냉식에어컨,6100,중간,0.6,8,2,T1,121.1
스탠드선풍기,6070,중간,0.6,8,2,T2,121.1
스팀에어프라이어,6070,중간,0.6,8,2,T2,121.1
미즈노아이언,6010,중간,0.6,8,2,T1,120.9
골프캐디백,5970,중간,0.6,8,2,T1,120.8
흡음재,5930,중간,0.6,8,2,T1,120.7
침대메트리스,5900,중간,0.6,8,2,T1,120.7
자본시장법,5890,중간,0.6,3,2,T1,120.6
체리키보드,5860,중간,0.6,8,2,T2,120.6
가전제품,5820,중간,0.6,8,2,T1,120.5
연수기,5810,중간,0.6,8,2,T1,120.5
보아르제습기,5790,중간,0.6,8,2,T2,120.4
캠핑화로대,5750,중간,0.6,8,2,T1,120.3
해충퇴치기,5740,중간,0.6,8,2,T1,120.3
폐기물관리법,5740,중간,0.6,3,2,T1,120.3
에어서큘레이터,5690,중간,0.6,8,2,T2,120.2
이카리딘,5670,중간,0.6,8,2,T1,120.1
개미약,5640,중간,0.6,8,2,T1,120.0
소진공,5600,중간,0.6,4,2,T1,119.9
선물옵션만기일,5570,중간,0.6,7,2,T1,119.9
린백의자,5570,중간,0.6,8,2,T1,119.9
싱크대수전셀프교체,5550,중간,0.6,8,2,T1,119.8
브라인드,5550,중간,0.6,8,2,T1,119.8
TV다이,5540,중간,0.6,8,2,T1,119.8
라지킹침대프레임,5490,중간,0.6,8,2,T1,119.7
풍기인견패드,5490,중간,0.6,7,2,T1,119.7
보라매SK뷰,5430,중간,0.6,7,2,T1,119.5
가정용제습기,5430,중간,0.6,8,2,T2,119.5
미니밥솥,5410,중간,0.6,8,2,T1,119.5
커피자판기,5400,중간,0.6,8,2,T1,119.4
강등,5380,중간,0.6,2,2,T1,119.4
원천세,5380,중간,0.6,3,2,T1,119.4
골프티셔츠,5370,중간,0.6,8,2,T1,119.4
경고,5320,중간,0.6,1,2,T1,119.2
정리함,5300,중간,0.6,8,2,T1,119.2
코골이,5290,중간,0.6,8,2,T1,119.2
1인용텐트,5280,중간,0.6,8,2,T1,119.1
원룸에어컨,5280,중간,0.6,8,2,T1,119.1
태블릿키보드,5260,중간,0.6,8,2,T2,119.1
무무스가드,5250,중간,0.6,5,2,T1,119.0
차량용에어컨,5230,중간,0.6,8,2,T1,119.0
빙수기,5220,중간,0.6,8,2,T1,119.0
보드,5220,중간,0.6,8,2,T2,119.0
8월공모주일정,5170,중간,0.6,4,2,T1,118.8
롯데제습기,5160,중간,0.6,8,2,T2,118.8
나비엔,5150,중간,0.6,8,2,T1,118.8
코콤도어락,5120,중간,0.6,8,2,T1,118.7
중고세탁기,5070,중간,0.6,8,2,T1,118.6
업소용제습기,5050,중간,0.6,8,2,T2,118.5
무선서큘레이터,5030,중간,0.6,8,2,T2,118.5
음식물쓰레기,5010,중간,0.6,8,2,T1,118.4
등받이의자,5010,중간,0.6,8,2,T1,118.4
정기예금특판,5000,중간,0.6,6,2,T1,118.4
AUTOCAD,4990,중간,0.6,8,2,T1,118.3
접이식매트,4990,중간,0.6,8,2,T1,118.3
트레킹샌들,4930,중간,0.6,8,2,T1,118.2
공업용환풍기,4920,중간,0.6,8,2,T1,118.1
트렁크매트,4900,중간,0.6,8,2,T1,118.1
거미퇴치제,4890,중간,0.6,8,2,T1,118.1
휴대용샤워기,4890,중간,0.6,8,2,T1,118.1
마이크로트라이크,4840,중간,0.6,7,2,T1,117.9
제습기20리터,4820,중간,0.6,8,2,T2,117.9
베이직북,4820,중간,0.6,6,2,T1,117.9
가정용전기차충전기,4820,중간,0.6,8,2,T1,117.9
금융감독원채용,4810,중간,0.6,7,2,T1,117.8
키보드마우스세트,4800,중간,0.6,8,2,T2,117.8
무기계약직,4740,중간,0.6,8,2,T1,117.6
텐키리스키보드,4690,중간,0.6,8,2,T2,117.5
노이즈캔슬링이어폰,4680,중간,0.6,8,2,T1,117.4
경량캠핑의자,4680,중간,0.6,8,2,T1,117.4
오픈형무선이어폰,4610,중간,0.6,8,2,T2,117.2
타프스크린,4610,중간,0.6,7,2,T1,117.2
스탠드형에어컨,4600,중간,0.6,8,2,T1,117.2
강화도어손잡이,4580,중간,0.6,8,2,T1,117.1
무공해누리집,4570,중간,0.6,1,2,T1,117.1
레오폴드키보드,4560,중간,0.6,6,2,T2,117.1
도시가스보일러,4550,중간,0.6,8,2,T1,117.1
