keyword,volume,comp,competition,ad_depth,tier,blog,score
미니가습기,4540,중간,0.6,8,2,T2,117.0
포그네아기띠,4520,중간,0.6,4,2,T1,117.0
삼성윈도우핏에어컨,4520,중간,0.6,8,2,T1,117.0
타워형선풍기,4500,중간,0.6,8,2,T2,116.9
천장형선풍기,4500,중간,0.6,8,2,T2,116.9
청소기가격,4480,중간,0.6,8,2,T2,116.8
충전식선풍기,4470,중간,0.6,8,2,T2,116.8
코펠,4460,중간,0.6,8,2,T1,116.8
상도노빌리티,4440,중간,0.6,8,2,T1,116.7
명품스카프,4440,중간,0.6,8,2,T1,116.7
순간온수기,4420,중간,0.6,8,2,T1,116.7
공유기추천,4420,중간,0.6,8,2,T2,116.7
파리끈끈이,4400,중간,0.6,8,2,T1,116.6
무선공유기,4390,중간,0.6,8,2,T2,116.6
캠핑샤워기,4380,중간,0.6,8,2,T1,116.5
부가부폭스5,4350,중간,0.6,8,2,T1,116.4
롤스크린블라인드,4350,중간,0.6,8,2,T1,116.4
릴렉스체어,4320,중간,0.6,8,2,T1,116.3
쥐덫,4310,중간,0.6,8,2,T1,116.3
무타공도어락,4310,중간,0.6,8,2,T1,116.3
퀀트투자,4290,중간,0.6,8,2,T1,116.2
미니침대,4270,중간,0.6,8,2,T1,116.2
보네이도서큘레이터,4270,중간,0.6,8,2,T2,116.2
유선마우스,4270,중간,0.6,8,2,T1,116.2
쿠쿠3인용밥솥,4260,중간,0.6,8,2,T1,116.1
화목난로,4250,중간,0.6,8,2,T1,116.1
종양표지자검사,4240,중간,0.6,4,2,T1,116.1
고어텍스트레킹화,4230,중간,0.6,8,2,T1,116.0
조류퇴치기,4220,중간,0.6,8,2,T1,116.0
파리채,4220,중간,0.6,8,2,T1,116.0
부가세납부기간,4190,중간,0.6,3,2,T1,115.9
도쿄크래프트,4170,중간,0.6,4,2,T1,115.8
디지털온도계,4150,중간,0.6,8,2,T1,115.8
유니코도어락,4140,중간,0.6,8,2,T1,115.7
청년정책,4110,중간,0.6,1,2,T1,115.6
가정용에어컨,4110,중간,0.6,8,2,T1,115.6
리안솔로,4070,중간,0.6,7,2,T1,115.5
벌레퇴치제,4060,중간,0.6,8,2,T1,115.5
알뜰폰유심,4060,중간,0.6,8,2,T1,115.5
1등급제습기,4050,중간,0.6,8,2,T2,115.4
휴대용키보드,4040,중간,0.6,8,2,T2,115.4
초파리퇴치,4030,중간,0.6,8,2,T1,115.4
전기순간온수기,4020,중간,0.6,8,2,T1,115.3
1인용밥솥,4020,중간,0.6,8,2,T1,115.3
아기모기기피제,4010,중간,0.6,8,2,T1,115.3
렉타타프,4010,중간,0.6,8,2,T1,115.3
일자목교정,3970,중간,0.6,8,2,T1,115.2
유리문도어락,3970,중간,0.6,8,2,T1,115.2
롯데알미늄제습기,3960,중간,0.6,8,2,T2,115.1
52주신고가,3940,중간,0.6,6,2,T1,115.1
소음측정기,3940,중간,0.6,8,2,T1,115.1
쿨링매트,3940,중간,0.6,8,2,T1,115.1
로지텍블루투스키보드,3940,중간,0.6,8,2,T2,115.1
디월트청소기,3930,중간,0.6,8,2,T1,115.0
저소음제습기,3930,중간,0.6,8,2,T2,115.0
본동신동아,3890,중간,0.6,1,2,T1,114.9
커스텀키보드,3880,중간,0.6,8,2,T2,114.8
코브라수전,3870,중간,0.6,8,2,T1,114.8
사망신고서,3860,중간,0.6,2,2,T1,114.8
MMF,3860,중간,0.6,6,2,T1,114.8
국민은행채용,3850,중간,0.6,8,2,T1,114.7
현관문도어클로저,3840,중간,0.6,8,2,T1,114.7
산업용청소기,3800,중간,0.6,8,2,T1,114.6
화장실수전,3800,중간,0.6,8,2,T1,114.6
개사료,3780,중간,0.6,8,2,T1,114.5
인견패드,3770,중간,0.6,8,2,T1,114.4
접이식키보드,3750,중간,0.6,8,2,T2,114.4
도어클로져,3720,중간,0.6,8,2,T1,114.3
국민내일배움카드사용처,3700,중간,0.6,3,2,T1,114.2
일본여행필수품,3690,중간,0.6,6,2,T1,114.1
멤브레인키보드,3690,중간,0.6,8,2,T2,114.1
온도조절기,3680,중간,0.6,8,2,T1,114.1
냉온수기,3680,중간,0.6,8,2,T1,114.1
인터넷공유기,3640,중간,0.6,8,2,T2,114.0
유팡소독기,3630,중간,0.6,6,2,T1,113.9
휘센제습기,3600,중간,0.6,8,2,T2,113.8
청축키보드,3580,중간,0.6,8,2,T2,113.7
한강맨션,3570,중간,0.6,8,2,T1,113.7
TPU매트,3550,중간,0.6,8,2,T1,113.6
여름차렵이불,3540,중간,0.6,8,2,T1,113.6
무릎담요,3530,중간,0.6,8,2,T1,113.5
수동비데,3530,중간,0.6,8,2,T1,113.5
회의용의자,3520,중간,0.6,8,2,T1,113.5
냉매트,3520,중간,0.6,8,2,T1,113.5
하수도법,3440,중간,0.6,1,2,T1,113.2
기타소득세율,3430,중간,0.6,3,2,T1,113.1
공업용제습기,3420,중간,0.6,8,2,T2,113.1
방화문손잡이,3420,중간,0.6,8,2,T1,113.1
동양하루살이,3380,중간,0.6,3,2,T1,112.9
타이어마모한계선,3370,중간,0.6,6,2,T1,112.9
법인세중간예납,3360,중간,0.6,5,2,T1,112.8
원룸청소기,3360,중간,0.6,8,2,T1,112.8
음식물냉장고,3360,중간,0.6,8,2,T1,112.8
침구,3350,중간,0.6,8,2,T1,112.8
샤워기교체,3350,중간,0.6,8,2,T1,112.8
아기매트시공,3340,중간,0.6,8,2,T1,112.8
질권,3340,중간,0.6,3,2,T1,112.8
도어체크,3340,중간,0.6,8,2,T1,112.8
브라이텍스듀얼픽스2,3310,중간,0.6,5,2,T1,112.6
포인트키캡,3310,중간,0.6,8,2,T1,112.6
방음재,3300,중간,0.6,8,2,T1,112.6
뛰뛰빵빵중고차,3300,중간,0.6,2,2,T1,112.6
스캇MTB,3280,중간,0.6,8,2,T1,112.5
2인용텐트,3260,중간,0.6,8,2,T1,112.4
베이비하우스영통,3250,중간,0.6,4,2,T1,112.4
블라인드커튼,3220,중간,0.6,8,2,T2,112.3
미니키보드,3210,중간,0.6,8,2,T2,112.2
스마트카라필터,3210,중간,0.6,7,2,T1,112.2
드럼세탁기21KG,3200,중간,0.6,8,2,T1,112.2
삼성테블릿PC,3200,중간,0.6,8,2,T1,112.2
쿨패드,3190,중간,0.6,8,2,T1,112.1
책상선풍기,3190,중간,0.6,8,2,T2,112.1
자동차커버,3190,중간,0.6,8,2,T1,112.1
산진라디오,3190,중간,0.6,8,2,T1,112.1
가열식가습기,3180,중간,0.6,8,2,T2,112.1
공업용청소기,3170,중간,0.6,8,2,T1,112.0
낫싱,3170,중간,0.6,8,2,T1,112.0
엣지등,3170,중간,0.6,8,2,T1,112.0
탄소매트,3160,중간,0.6,8,2,T1,112.0
잉글레시나앱티카,3160,중간,0.6,7,2,T1,112.0
속옷세탁기,3140,중간,0.6,8,2,T1,111.9
에어프라이,3140,중간,0.6,8,2,T2,111.9
네이처하이크텐트,3130,중간,0.6,8,2,T1,111.9
삼성키보드,3130,중간,0.6,8,2,T2,111.9
화장실제습제,3120,중간,0.6,8,2,T1,111.8
비아핀에멀젼,3110,중간,0.6,1,2,T1,111.8
차박용품,3100,중간,0.6,8,2,T1,111.7
무선청소기순위,3090,중간,0.6,8,2,T2,111.7
온도습도계,3070,중간,0.6,8,2,T1,111.6
대용량가습기,3050,중간,0.6,8,2,T2,111.5
캠핑용의자,3030,중간,0.6,8,2,T1,111.4
전기스위치,3020,중간,0.6,8,2,T1,111.4
현관문안전고리,3010,중간,0.6,8,2,T1,111.3
배달앱순위,2990,중간,0.6,8,2,T2,111.2
대형제습기,2990,중간,0.6,8,2,T2,111.2
중고차가격,2990,중간,0.6,8,2,T2,111.2
현관롤방충망,2990,중간,0.6,8,2,T1,111.2
독서의자,2980,중간,0.6,8,2,T1,111.2
바닥장판,2970,중간,0.6,8,2,T1,111.1
슈퍼싱글메트리스,2960,중간,0.6,8,2,T1,111.1
자세교정의자,2950,중간,0.6,8,2,T1,111.0
샤워기수전교체,2950,중간,0.6,8,2,T1,111.0
홈카메라,2950,중간,0.6,8,2,T1,111.0
오븐에어프라이어,2940,중간,0.6,8,2,T2,111.0
현관모기장,2940,중간,0.6,8,2,T1,111.0
파리트랩,2930,중간,0.6,8,2,T1,110.9
캠핑물통,2930,중간,0.6,8,2,T1,110.9
캠핑파라솔,2930,중간,0.6,8,2,T1,110.9
야간,2930,중간,0.6,1,2,T1,110.9
화장실세면대,2930,중간,0.6,8,2,T1,110.9
사잇돌2,2920,중간,0.6,4,2,T1,110.9
소음방지매트,2920,중간,0.6,8,2,T1,110.9
전기온수기50L,2920,중간,0.6,8,2,T1,110.9
제습기위닉스,2910,중간,0.6,8,2,T2,110.8
원룸제습기추천,2910,중간,0.6,8,2,T2,110.8
바퀴의자,2910,중간,0.6,8,2,T1,110.8
메쉬의자,2900,중간,0.6,8,2,T1,110.8
산업용환풍기,2890,중간,0.6,8,2,T1,110.7
전기온수기100L,2880,중간,0.6,8,2,T1,110.7
흑석아크로리버하임,2870,중간,0.6,2,2,T1,110.7
노발락,2870,중간,0.6,5,2,T1,110.7
오븐형에어프라이어,2850,중간,0.6,8,2,T2,110.6
전자모기채,2840,중간,0.6,8,2,T1,110.5
나무전지가위,2840,중간,0.6,8,2,T1,110.5
GS차지비,2840,중간,0.6,3,2,T1,110.5
발아치슬리퍼,2830,중간,0.6,8,2,T1,110.5
캠핑폴딩박스,2820,중간,0.6,8,2,T1,110.4
강아지가수분해사료,2820,중간,0.6,8,2,T1,110.4
문잠금장치,2820,중간,0.6,8,2,T1,110.4
모바일운전면허증등록,2800,중간,0.6,1,2,T1,110.3
고용노동부상담,2790,중간,0.6,2,2,T1,110.3
게이밍키보드추천,2790,중간,0.6,8,2,T2,110.3
디지털온습도계,2780,중간,0.6,8,2,T1,110.2
에어후라이기,2780,중간,0.6,8,2,T1,110.2
푸시풀도어락,2780,중간,0.6,8,2,T1,110.2
산업기능요원,2770,중간,0.6,5,2,T1,110.2
금주식,2760,중간,0.6,7,2,T1,110.1
진드기스프레이,2760,중간,0.6,8,2,T1,110.1
러닝용품,2760,중간,0.6,8,2,T1,110.1
싸이벡스솔루션T,2760,중간,0.6,2,2,T1,110.1
욕실파티션,2760,중간,0.6,8,2,T1,110.1
포충등,2750,중간,0.6,8,2,T1,110.1
낫싱폰,2750,중간,0.6,6,2,T1,110.1
애플키보드,2750,중간,0.6,7,2,T2,110.1
스위칭허브,2740,중간,0.6,8,2,T1,110.0
대지급금,2730,중간,0.6,3,2,T1,110.0
취업규칙신고,2730,중간,0.6,7,2,T1,110.0
앱솔루트궁,2720,중간,0.6,7,2,T1,109.9
비와이디전기차,2700,중간,0.6,6,2,T1,109.8
에어써큘레이터,2700,중간,0.6,8,2,T1,109.8
전기밥솥6인용,2690,중간,0.6,8,2,T2,109.8
메시마에프,2680,중간,0.6,6,2,T1,109.7
아기선풍기,2680,중간,0.6,8,2,T2,109.7
WEDGE,2650,중간,0.6,1,2,T1,109.5
군화,2650,중간,0.6,8,2,T1,109.5
스팀물걸레청소기,2640,중간,0.6,8,2,T1,109.5
한우세트,2640,중간,0.6,8,2,T1,109.5
DSR40%,2640,중간,0.6,3,2,T1,109.5
호텔침대,2630,중간,0.6,8,2,T1,109.4
키보드스위치,2630,중간,0.6,8,2,T2,109.4
에어컨벽걸이,2630,중간,0.6,8,2,T1,109.4
도산대지급금,2620,중간,0.6,6,2,T1,109.4
호카마하6,2620,중간,0.6,6,2,T1,109.4
날벌레퇴치,2610,중간,0.6,8,2,T1,109.3
클립형이어폰,2610,중간,0.6,8,2,T1,109.3
광주베이비하우스,2610,중간,0.6,3,2,T1,109.3
알뜰폰유심구매,2600,중간,0.6,8,2,T1,109.3
의치,2600,중간,0.6,8,2,T1,109.3
운동화쇼핑몰,2600,중간,0.6,8,2,T1,109.3
휴대용냉장고,2590,중간,0.6,8,2,T1,109.2
싸이벡스코야,2590,중간,0.6,2,2,T1,109.2
SFG,2580,중간,0.6,4,2,T1,109.2
현관문걸쇠,2580,중간,0.6,8,2,T1,109.2
마툴키,2570,중간,0.6,3,2,T1,109.1
캠핑코펠,2570,중간,0.6,8,2,T1,109.1
반전세,2550,중간,0.6,8,2,T1,109.0
빈슨메시프,2550,중간,0.6,8,2,T1,109.0
투어AD샤프트,2550,중간,0.6,8,2,T1,109.0
기저귀2단계,2550,중간,0.6,8,2,T2,109.0
저소음기계식키보드,2550,중간,0.6,8,2,T2,109.0
풍산멀티스포츠센터,2540,중간,0.6,1,2,T1,109.0
1인밥솥,2540,중간,0.6,8,2,T1,109.0
홑이불,2530,중간,0.6,8,2,T1,108.9
골전도,2520,중간,0.6,8,2,T1,108.8
조깅화,2520,중간,0.6,8,2,T1,108.8
에어컨스탠드,2520,중간,0.6,8,2,T1,108.8
가정용에스프레소머신,2520,중간,0.6,8,2,T1,108.8
게임용의자,2510,중간,0.6,8,2,T1,108.8
레인스탑,2500,중간,0.6,6,2,T1,108.7
현관문손잡이,2500,중간,0.6,8,2,T1,108.7
차음재,2490,중간,0.6,8,2,T1,108.7
컴퓨터키보드,2490,중간,0.6,8,2,T2,108.7
황사,2490,중간,0.6,2,2,T1,108.7
폐업신고,2480,중간,0.6,3,2,T1,108.6
촉탁계약직,2480,중간,0.6,4,2,T1,108.6
필터없는비데,2480,중간,0.6,8,2,T1,108.6
대형모기장,2480,중간,0.6,8,2,T1,108.6
강소기업,2470,중간,0.6,6,2,T1,108.6
마추픽추에어텐트,2470,중간,0.6,6,2,T1,108.6
6인용밥솥,2470,중간,0.6,8,2,T1,108.6
지네약,2460,중간,0.6,8,2,T1,108.5
패러데이,2460,중간,0.6,4,2,T1,108.5
시크제로맥스360,2460,중간,0.6,7,2,T1,108.5
음식물쓰레기냉장고,2460,중간,0.6,8,2,T1,108.5
참다한홍삼,2450,중간,0.6,3,2,T1,108.5
판교메디피움,2450,중간,0.6,3,2,T1,108.5
유리문손잡이,2440,중간,0.6,8,2,T1,108.4
시어서커패드,2420,중간,0.6,8,2,T1,108.3
휴맥스이브이,2420,중간,0.6,1,2,T1,108.3
키큰선풍기,2420,중간,0.6,8,2,T2,108.3
팝업텐트,2400,중간,0.6,8,2,T1,108.2
차박도킹텐트,2390,중간,0.6,8,2,T1,108.1
질식소화포,2390,중간,0.6,8,2,T1,108.1
허브랙,2380,중간,0.6,8,2,T1,108.1
펫밀크,2380,중간,0.6,8,2,T1,108.1
삼성스마트TV,2380,중간,0.6,8,2,T1,108.1
충전선풍기,2370,중간,0.6,8,2,T2,108.0
여성캐디백,2370,중간,0.6,8,2,T1,108.0
올스텐에어프라이어,2370,중간,0.6,8,2,T2,108.0
아파트셀프등기,2360,중간,0.6,5,2,T1,107.9
경동보일러고객센터,2350,중간,0.6,6,2,T1,107.9
캠핑무선선풍기,2350,중간,0.6,8,2,T2,107.9
신생아바운서,2330,중간,0.6,8,2,T1,107.8
흑석9구역,2320,중간,0.6,5,2,T1,107.7
캐치온,2320,중간,0.6,5,2,T1,107.7
잉글레시나퀴드2,2310,중간,0.6,7,2,T1,107.6
폴레드픽셀,2310,중간,0.6,7,2,T1,107.6
쿠커,2310,중간,0.6,8,2,T1,107.6
원자력관련주,2290,중간,0.6,8,2,T1,107.5
학생용의자,2290,중간,0.6,8,2,T1,107.5
침대냉감패드,2290,중간,0.6,7,2,T1,107.5
핵융합관련주,2280,중간,0.6,6,2,T1,107.5
방충망잠금장치,2280,중간,0.6,8,2,T1,107.5
급속충전기,2270,중간,0.6,8,2,T1,107.4
부산김용기내과,2240,중간,0.6,2,2,T1,107.2
USB선풍기,2240,중간,0.6,8,2,T2,107.2
일학습병행,2230,중간,0.6,1,2,T1,107.1
방습제,2230,중간,0.6,8,2,T1,107.1
서울시기술교육원,2220,중간,0.6,6,2,T1,107.1
유아바닥매트,2210,중간,0.6,8,2,T1,107.0
통돌이세탁기15KG,2210,중간,0.6,8,2,T1,107.0
척추측만증교정기,2210,중간,0.6,8,2,T1,107.0
키보드축,2210,중간,0.6,7,2,T2,107.0
욕실세면대,2210,중간,0.6,8,2,T1,107.0
업소용포충기,2200,중간,0.6,8,2,T1,107.0
허리편한의자,2200,중간,0.6,8,2,T1,107.0
한일써큘레이터,2200,중간,0.6,8,2,T1,107.0
기저귀1단계,2200,중간,0.6,8,2,T2,107.0
갤럭시탭A10,2200,중간,0.6,7,2,T1,107.0
인산철파워뱅크,2190,중간,0.6,8,2,T1,106.9
GAYO,2190,중간,0.6,6,2,T1,106.9
침구류,2180,중간,0.6,8,2,T1,106.8
앱솔루트산양2단계,2180,중간,0.6,4,2,T1,106.8
레트로키보드,2180,중간,0.6,8,2,T2,106.8
니모텐트,2170,중간,0.6,8,2,T1,106.8
모기트랩,2160,중간,0.6,8,2,T1,106.7
욕실거울장,2160,중간,0.6,8,2,T1,106.7
윈세이제습기,2150,중간,0.6,7,2,T2,106.6
전기밥솥10인용,2150,중간,0.6,8,2,T2,106.6
부트텐트,2140,중간,0.6,6,2,T1,106.6
무무스가드플러스액,2140,중간,0.6,7,2,T1,106.6
산업용송풍기,2140,중간,0.6,8,2,T1,106.6
IH압력밥솥,2140,중간,0.6,8,2,T1,106.6
엘지TV,2130,중간,0.6,8,2,T1,106.5
싱크수전,2130,중간,0.6,8,2,T1,106.5
골프스탠드백,2120,중간,0.6,8,2,T1,106.4
세면기수전,2120,중간,0.6,8,2,T1,106.4
모기채,2110,중간,0.6,8,2,T1,106.4
신생아가습기,2090,중간,0.6,8,2,T2,106.2
테팔에어프라이어,2090,중간,0.6,8,2,T2,106.2
2IN1에어컨1등급,2080,중간,0.6,8,2,T1,106.2
룰루키친,2070,중간,0.6,5,2,T1,106.1
전기밥솥3인용,2070,중간,0.6,8,2,T2,106.1
스마트체중계,2060,중간,0.6,8,2,T1,106.0
리딩방,2040,중간,0.6,6,2,T1,105.9
통풍매트,2040,중간,0.6,8,2,T1,105.9
선풍기BLDC,2040,중간,0.6,7,2,T2,105.9
방수비데,2040,중간,0.6,8,2,T1,105.9
잭커리,2030,중간,0.6,8,2,T1,105.8
프리베나,2030,중간,0.6,1,2,T1,105.8
캠핑이불,2020,중간,0.6,8,2,T1,105.8
금융소비자보호법,2020,중간,0.6,8,2,T1,105.8
현관방충문,2020,중간,0.6,8,2,T1,105.8
6인용텐트,2010,중간,0.6,8,2,T1,105.7
랑스알리,2010,중간,0.6,3,2,T1,105.7
도어록,2010,중간,0.6,8,2,T1,105.7
런닝이어폰,2000,중간,0.6,8,2,T1,105.6
브라이텍스어드밴스픽스,2000,중간,0.6,7,2,T1,105.6
로봇물걸레청소기,1990,중간,0.6,8,2,T1,105.6
거꾸로,1990,중간,0.6,5,2,T1,105.6
레노버탭,1990,중간,0.6,8,2,T1,105.6
소상공인진흥공단정책자금,1980,중간,0.6,3,2,T1,105.5
60도웨지,1980,중간,0.6,8,2,T1,105.5
우유박스,1960,중간,0.6,8,2,T1,105.4
극세사담요,1960,중간,0.6,8,2,T1,105.4
현관자석방충망,1960,중간,0.6,7,2,T1,105.4
탁상형선풍기,1930,중간,0.6,8,2,T2,105.1
샤워수전교체,1930,중간,0.6,8,2,T1,105.1
메트,1920,중간,0.6,8,2,T1,105.1
캠프라인산티아고,1920,중간,0.6,8,2,T1,105.1
창문모기장,1900,중간,0.6,8,2,T1,104.9
모기살충제,1890,중간,0.6,8,2,T1,104.8
가정용음식물분쇄기,1890,중간,0.6,8,2,T1,104.8
무소음제습기,1880,중간,0.6,8,2,T2,104.8
캠핑장비,1880,중간,0.6,8,2,T1,104.8
풋스툴,1880,중간,0.6,8,2,T1,104.8
폴란드멸균우유,1870,중간,0.6,8,2,T1,104.7
진세노사이드,1860,중간,0.6,8,2,T1,104.6
척추전문병원,1860,중간,0.6,5,2,T1,104.6
에어메이드가습기,1860,중간,0.6,8,2,T2,104.6
여름기저귀,1860,중간,0.6,8,2,T2,104.6
캠핑티비,1840,중간,0.6,8,2,T1,104.5
디지택스,1840,중간,0.6,2,2,T1,104.5
건설기술연구원,1830,중간,0.6,1,2,T1,104.4
겨울이불,1830,중간,0.6,8,2,T1,104.4
영등포아크로타워스퀘어,1820,중간,0.6,4,2,T1,104.3
애견사료,1820,중간,0.6,8,2,T1,104.3
광교베이비페어,1820,중간,0.6,5,2,T1,104.3
음식물,1810,중간,0.6,8,2,T1,104.2
초파리퇴치기,1810,중간,0.6,8,2,T1,104.2
화롯대,1810,중간,0.6,8,2,T1,104.2
꽃송이버섯효소,1810,중간,0.6,8,2,T1,104.2
접이식간이테이블,1800,중간,0.6,8,2,T1,104.2
무선홈캠,1800,중간,0.6,8,2,T1,104.2
음식물쓰레기냉동고,1800,중간,0.6,8,2,T1,104.2
키보드매크로,1790,중간,0.6,7,2,T2,104.1
MXKEYS,1790,중간,0.6,7,2,T1,104.1
MXKEYSMINI,1790,중간,0.6,8,2,T1,104.1
오디세이G5,1790,중간,0.6,6,2,T1,104.1
블렌텍,1790,중간,0.6,8,2,T1,104.1
미니에어건,1780,중간,0.6,8,2,T1,104.0
줄즈데이5,1780,중간,0.6,7,2,T1,104.0
복사용지,1780,중간,0.6,8,2,T1,104.0
에어프라이어오븐,1780,중간,0.6,8,2,T2,104.0
가성비제습기,1770,중간,0.6,8,2,T2,103.9
코오롱텐트,1770,중간,0.6,4,2,T1,103.9
TAPOC210,1770,중간,0.6,8,2,T1,103.9
가성비청소기,1770,중간,0.6,8,2,T1,103.9
10인용밥솥,1770,중간,0.6,8,2,T1,103.9
초기창업패키지,1760,중간,0.6,3,2,T1,103.9
수연소면,1760,중간,0.6,6,2,T1,103.9
중장비종류,1760,중간,0.6,8,2,T1,103.9
차박에어매트,1750,중간,0.6,8,2,T1,103.8
에어컨3IN1,1750,중간,0.6,8,2,T1,103.8
에어컨투인원,1750,중간,0.6,8,2,T1,103.8
클립스튜디오가격,1740,중간,0.6,4,2,T2,103.7
불판테이블,1740,중간,0.6,8,2,T1,103.7
경량체어,1740,중간,0.6,8,2,T1,103.7
창문형에어콘,1740,중간,0.6,8,2,T1,103.7
10평에어컨,1740,중간,0.6,8,2,T1,103.7
빙삭기,1730,중간,0.6,8,2,T1,103.6
응급의학과,1730,중간,0.6,1,2,T1,103.6
포그내맥스플로우,1730,중간,0.6,2,2,T1,103.6
로지텍기계식키보드,1730,중간,0.6,8,2,T2,103.6
평판등,1730,중간,0.6,8,2,T1,103.6
전기차할인,1720,중간,0.6,6,2,T1,103.5
소형콤프레샤,1720,중간,0.6,8,2,T1,103.5
차박꼬리텐트,1720,중간,0.6,7,2,T1,103.5
찌꺼기,1720,중간,0.6,5,2,T1,103.5
QXD8000,1720,중간,0.6,7,2,T1,103.5
휴맥스EV,1720,중간,0.6,2,2,T1,103.5
블루투스헤드폰,1710,중간,0.6,8,2,T1,103.5
항공기지연보상,1710,중간,0.6,8,2,T1,103.5
브라이텍스듀얼픽스아이사이즈,1710,중간,0.6,6,2,T1,103.5
맥북키보드,1710,중간,0.6,8,2,T2,103.5
과세이연,1700,중간,0.6,2,2,T1,103.4
힐스테이트상도프레스티지,1700,중간,0.6,7,2,T1,103.4
그래핀관련주,1700,중간,0.6,7,2,T1,103.4
소음기,1690,중간,0.6,8,2,T1,103.3
아기여름이불,1690,중간,0.6,8,2,T2,103.3
LED엣지등,1690,중간,0.6,8,2,T1,103.3
윈터타이어,1690,중간,0.6,8,2,T1,103.3
휴대용가습기,1680,중간,0.6,8,2,T2,103.2
마사지의자,1670,중간,0.6,8,2,T1,103.1
훈연칩,1670,중간,0.6,8,2,T1,103.1
윈드스크린,1670,중간,0.6,8,2,T1,103.1
홍삼종류,1670,중간,0.6,8,2,T1,103.1
노란우산가입,1670,중간,0.6,8,2,T1,103.1
통돌이세탁기10KG,1660,중간,0.6,8,2,T1,103.0
페들나인,1650,중간,0.6,3,2,T1,103.0
경량텐트,1650,중간,0.6,8,2,T1,103.0
핸즈프리,1640,중간,0.6,8,2,T1,102.9
드럼세탁기10KG,1640,중간,0.6,8,2,T1,102.9
삼성오디세이G7,1640,중간,0.6,5,2,T1,102.9
갤럭시탭FE,1640,중간,0.6,8,2,T1,102.9
환경부무공해차통합누리집,1630,중간,0.6,1,2,T1,102.8
가성비이어폰,1620,중간,0.6,8,2,T1,102.7
와이업지니제로3,1620,중간,0.6,5,2,T1,102.7
면텐트,1610,중간,0.6,8,2,T1,102.6
전술화,1610,중간,0.6,8,2,T1,102.6
무선마우스키보드세트,1610,중간,0.6,8,2,T2,102.6
캠핑용배터리,1600,중간,0.6,8,2,T1,102.5
모두의충전,1600,중간,0.6,5,2,T1,102.5
가벼운무선청소기,1600,중간,0.6,8,2,T1,102.5
음쓰통,1600,중간,0.6,8,2,T1,102.5
POE허브,1590,중간,0.6,8,2,T1,102.4
욕실상부장,1590,중간,0.6,8,2,T1,102.4
삼성스마트도어락,1590,중간,0.6,8,2,T1,102.4
한손키보드,1580,중간,0.6,8,2,T2,102.4
웨어러블기기,1580,중간,0.6,8,2,T1,102.4
방화문도어락,1580,중간,0.6,8,2,T1,102.4
스타코프,1580,중간,0.6,2,2,T1,102.4
개인정보동의서양식,1570,중간,0.6,8,2,T1,102.3
정관장다보록,1570,중간,0.6,8,2,T1,102.3
터널형텐트,1570,중간,0.6,8,2,T1,102.3
대형견사료,1570,중간,0.6,8,2,T1,102.3
단축키키보드,1570,중간,0.6,8,2,T2,102.3
조용한키보드,1570,중간,0.6,8,2,T2,102.3
스크래치페이퍼,1560,중간,0.6,8,2,T1,102.2
30평에어컨,1560,중간,0.6,8,2,T1,102.2
노란우산혜택,1550,중간,0.6,6,2,T1,102.1
냉장고온도계,1550,중간,0.6,8,2,T1,102.1
나이키서울,1550,중간,0.6,8,2,T1,102.1
건설안전기사필기기출문제,1540,중간,0.6,6,2,T1,102.0
미니서큘레이터,1540,중간,0.6,8,2,T2,102.0
화장실수전교체,1540,중간,0.6,8,2,T1,102.0
QXD1,1540,중간,0.6,6,2,T1,102.0
개인사업자햇살론,1530,중간,0.6,4,2,T1,101.9
조선관련주,1530,중간,0.6,8,2,T1,101.9
높이조절의자,1530,중간,0.6,8,2,T1,101.9
동산내과,1530,중간,0.6,2,2,T1,101.9
가벼운청소기,1530,중간,0.6,8,2,T1,101.9
잠금장치,1530,중간,0.6,8,2,T1,101.9
홍역예방접종,1520,중간,0.6,5,2,T1,101.8
아벨리노검사,1520,중간,0.6,3,2,T1,101.8
알뜰유심,1510,중간,0.6,8,2,T1,101.7
로지텍MXMECHANICAL,1510,중간,0.6,8,2,T1,101.7
베이직북14,1500,중간,0.6,7,2,T1,101.6
편안한의자,1490,중간,0.6,8,2,T1,101.5
카본매트,1490,중간,0.6,8,2,T1,101.5
불루투스이어폰,1480,중간,0.6,8,2,T1,101.4
컴퓨터이어폰,1480,중간,0.6,8,2,T1,101.4
리싱크,1480,중간,0.6,6,2,T1,101.4
런닝시계,1480,중간,0.6,8,2,T1,101.4
싱크대수도꼭지,1480,중간,0.6,8,2,T1,101.4
대용량에어프라이어,1480,중간,0.6,8,2,T2,101.4
날파리퇴치기,1470,중간,0.6,8,2,T1,101.4
허리에좋은의자,1470,중간,0.6,8,2,T1,101.4
가스온수기,1470,중간,0.6,8,2,T1,101.4
꼬리텐트,1470,중간,0.6,8,2,T1,101.4
가성비블루투스이어폰,1460,중간,0.6,8,2,T1,101.3
냄새제거,1460,중간,0.6,8,2,T1,101.3
세면대샤워기수전,1460,중간,0.6,8,2,T1,101.3
현관문잠금장치,1460,중간,0.6,8,2,T1,101.3
얼굴인식도어락,1460,중간,0.6,8,2,T1,101.3
터널텐트,1450,중간,0.6,8,2,T1,101.2
드레스룸제습기,1440,중간,0.6,8,2,T2,101.1
매쉬의자,1440,중간,0.6,8,2,T1,101.1
캠핑써큘레이터,1440,중간,0.6,8,2,T1,101.1
